,Country,Year,Yearly Average Temperature
36825,Algeria,1967,22.861666666666668
36826,American Samoa,1967,26.420416666666668
36827,Andorra,1967,11.606916666666669
36828,Angola,1967,21.776416666666666
36829,Anguilla,1967,26.483999999999998
36831,Antigua And Barbuda,1967,26.34266666666667
36832,Argentina,1967,15.049750000000001
36833,Armenia,1967,8.087083333333334
36834,Aruba,1967,27.95475
36835,Asia,1967,7.721666666666667
36836,Australia,1967,21.625416666666666
36837,Austria,1967,6.838166666666666
36838,Azerbaijan,1967,11.009666666666666
36839,Bahamas,1967,25.32041666666667
36840,Bahrain,1967,25.477833333333336
36841,Baker Island,1967,25.484083333333334
36842,Bangladesh,1967,24.992416666666667
36843,Barbados,1967,26.48175
36844,Belarus,1967,6.682166666666666
36845,Belgium,1967,10.056583333333334
36846,Belize,1967,25.28141666666667
36847,Benin,1967,26.976083333333335
36848,Bhutan,1967,11.717916666666667
36849,Bolivia,1967,21.458083333333335
36850,"Bonaire, Saint Eustatius And Saba",1967,27.18575
36851,Bosnia And Herzegovina,1967,10.647166666666667
36852,Botswana,1967,21.632500000000004
36853,Brazil,1967,25.013666666666666
36854,British Virgin Islands,1967,26.23
36855,Bulgaria,1967,10.667833333333334
36856,Burkina Faso,1967,27.91841666666667
36857,Burma,1967,23.80716666666667
36858,Burundi,1967,19.938416666666665
36859,Cambodia,1967,26.654750000000003
36860,Cameroon,1967,24.3655
36861,Canada,1967,-5.2820833333333335
36862,Cape Verde,1967,24.034666666666666
36863,Cayman Islands,1967,26.78033333333333
36864,Central African Republic,1967,25.114416666666667
36865,Chad,1967,26.953333333333333
36866,Chile,1967,9.568583333333335
36867,China,1967,6.402583333333333
36868,Christmas Island,1967,25.948583333333335
36869,Colombia,1967,24.84425
36870,Comoros,1967,25.892750000000003
36871,Congo,1967,24.437750000000005
36872,Congo (Democratic Republic Of The),1967,23.64075
36873,Costa Rica,1967,25.441000000000003
36874,Croatia,1967,11.737916666666665
36875,Cuba,1967,25.57858333333333
36876,Curaçao,1967,27.358166666666666
36877,Cyprus,1967,18.3745
36878,Czech Republic,1967,8.548833333333333
36879,Côte D'Ivoire,1967,25.8055
36880,Denmark,1967,-18.03291666666667
36881,Denmark (Europe),1967,8.712333333333333
36882,Djibouti,1967,28.55541666666667
36883,Dominica,1967,26.095
36884,Dominican Republic,1967,25.773
36885,Ecuador,1967,21.80666666666667
36886,Egypt,1967,22.280916666666666
36887,El Salvador,1967,24.90791666666667
36888,Equatorial Guinea,1967,25.03141666666667
36889,Eritrea,1967,26.371083333333335
36890,Estonia,1967,5.433916666666666
36891,Ethiopia,1967,22.717583333333334
36892,Europe,1967,8.33325
36893,Falkland Islands (Islas Malvinas),1967,6.387666666666667
36894,Faroe Islands,1967,6.739083333333333
36895,Federated States Of Micronesia,1967,26.694666666666667
36896,Fiji,1967,24.949916666666667
36897,Finland,1967,2.0126666666666666
36898,France,1967,13.0875
36899,France (Europe),1967,10.755916666666666
36900,French Guiana,1967,25.747666666666664
36901,French Polynesia,1967,25.990083333333335
36902,French Southern And Antarctic Lands,1967,4.3229999999999995
36903,Gabon,1967,24.2895
36904,Gambia,1967,27.167833333333334
36905,Gaza Strip,1967,18.62216666666667
36906,Georgia,1967,7.829
36907,Germany,1967,9.041666666666666
36908,Ghana,1967,26.583416666666665
36909,Greece,1967,14.858833333333335
36910,Greenland,1967,-18.5835
36911,Grenada,1967,26.759333333333334
36912,Guadeloupe,1967,26.258
36913,Guam,1967,26.822
36914,Guatemala,1967,23.1495
36915,Guernsey,1967,11.145916666666666
36916,Guinea,1967,25.29008333333333
36917,Guinea Bissau,1967,26.493250000000003
36918,Guyana,1967,26.013416666666668
36919,Haiti,1967,26.5675
36920,Heard Island And Mcdonald Islands,1967,2.0420833333333333
36921,Honduras,1967,24.762666666666664
36922,Hong Kong,1967,22.653000000000002
36923,Hungary,1967,10.322416666666667
36924,Iceland,1967,1.0142499999999999
36925,India,1967,23.992083333333337
36926,Indonesia,1967,25.835083333333333
36927,Iran,1967,17.280083333333334
36928,Iraq,1967,21.077583333333333
36929,Ireland,1967,9.491416666666668
36930,Isle Of Man,1967,9.624916666666666
36931,Israel,1967,19.080916666666667
36932,Italy,1967,13.13725
36933,Jamaica,1967,26.18641666666667
36934,Japan,1967,12.266333333333334
36935,Jersey,1967,11.145916666666666
36936,Jordan,1967,18.6445
36937,Kazakhstan,1967,5.923583333333333
36938,Kenya,1967,24.136416666666666
36939,Kingman Reef,1967,27.343083333333336
36940,Kiribati,1967,26.90925
36941,Kuwait,1967,24.44633333333333
36942,Kyrgyzstan,1967,3.179916666666667
36943,Laos,1967,23.532
36944,Latvia,1967,6.067583333333334
36945,Lebanon,1967,17.020333333333333
36946,Lesotho,1967,13.755583333333334
36947,Liberia,1967,25.296499999999998
36948,Libya,1967,22.051000000000002
36949,Liechtenstein,1967,5.177
36950,Lithuania,1967,6.894833333333334
36951,Luxembourg,1967,9.735333333333333
36952,Macau,1967,22.344250000000002
36953,Macedonia,1967,10.368666666666668
36954,Madagascar,1967,23.15291666666667
36955,Malawi,1967,21.54433333333333
36956,Malaysia,1967,25.931833333333334
36957,Mali,1967,28.202833333333334
36958,Malta,1967,18.61491666666667
36959,Martinique,1967,26.095
36960,Mauritania,1967,27.27525
36961,Mauritius,1967,23.7195
36962,Mayotte,1967,26.600916666666667
36963,Mexico,1967,20.683333333333334
36964,Moldova,1967,9.585666666666667
36965,Monaco,1967,9.525166666666667
36966,Mongolia,1967,-0.9076666666666666
36967,Montenegro,1967,10.346166666666667
36968,Montserrat,1967,26.297666666666668
36969,Morocco,1967,17.543583333333334
36970,Mozambique,1967,23.782
36971,Namibia,1967,20.373916666666666
36972,Nepal,1967,14.769
36973,Netherlands,1967,10.293666666666667
36974,Netherlands (Europe),1967,9.91675
36975,New Caledonia,1967,22.929333333333332
36976,New Zealand,1967,10.504416666666666
36977,Nicaragua,1967,25.957916666666666
36978,Niger,1967,27.296166666666668
36979,Nigeria,1967,26.595166666666668
36980,Niue,1967,25.159833333333335
36981,North America,1967,2.1598333333333333
36982,North Korea,1967,6.847166666666666
36983,Northern Mariana Islands,1967,26.822
36984,Norway,1967,0.4153333333333336
36985,Oceania,1967,21.4575
36986,Oman,1967,26.81533333333333
36987,Pakistan,1967,20.348583333333334
36988,Palau,1967,27.356916666666667
36989,Palestina,1967,22.965833333333332
36990,Palmyra Atoll,1967,27.367416666666667
36991,Panama,1967,26.232333333333333
36992,Papua New Guinea,1967,24.334333333333333
36993,Paraguay,1967,23.923083333333334
36994,Peru,1967,19.964000000000002
36995,Philippines,1967,26.57375
36996,Poland,1967,8.5415
36997,Portugal,1967,14.699666666666667
36998,Puerto Rico,1967,25.354250000000004
36999,Qatar,1967,26.559749999999998
37000,Reunion,1967,23.5575
37001,Romania,1967,9.286666666666667
37002,Russia,1967,-4.36325
37003,Rwanda,1967,19.10325
37004,Saint Barthélemy,1967,26.483999999999998
37005,Saint Kitts And Nevis,1967,25.765
37006,Saint Lucia,1967,26.66425
37007,Saint Martin,1967,26.483999999999998
37008,Saint Pierre And Miquelon,1967,5.097416666666667
37009,Saint Vincent And The Grenadines,1967,26.802083333333332
37010,Samoa,1967,26.123666666666665
37011,San Marino,1967,14.268333333333333
37012,Sao Tome And Principe,1967,25.85683333333333
37013,Saudi Arabia,1967,25.17291666666667
37014,Senegal,1967,27.585583333333332
37015,Serbia,1967,10.316166666666666
37016,Seychelles,1967,26.915166666666668
37017,Sierra Leone,1967,25.976
37018,Singapore,1967,26.681749999999997
37019,Sint Maarten,1967,26.483999999999998
37020,Slovakia,1967,8.268833333333333
37021,Slovenia,1967,10.13175
37022,Solomon Islands,1967,26.532416666666666
37023,Somalia,1967,26.941166666666664
37024,South Africa,1967,17.307833333333335
37025,South America,1967,22.0925
37026,South Georgia And The South Sandwich Isla,1967,1.4190833333333333
37027,South Korea,1967,12.04625
37028,Spain,1967,13.697916666666666
37029,Sri Lanka,1967,27.06266666666667
37030,Sudan,1967,26.627166666666668
37031,Suriname,1967,26.284583333333334
37032,Svalbard And Jan Mayen,1967,-8.070666666666666
37033,Swaziland,1967,18.820666666666668
37034,Sweden,1967,2.9332499999999997
37035,Switzerland,1967,7.483416666666667
37036,Syria,1967,17.196
37037,Taiwan,1967,21.998166666666666
37038,Tajikistan,1967,3.884
37039,Tanzania,1967,22.352500000000003
37040,Thailand,1967,26.09775
37041,Timor Leste,1967,25.84925
37042,Togo,1967,26.703666666666667
37043,Tonga,1967,23.333
37044,Trinidad And Tobago,1967,26.12425
37045,Tunisia,1967,19.946166666666667
37046,Turkey,1967,11.024666666666667
37047,Turkmenistan,1967,14.948416666666667
37048,Turks And Caicas Islands,1967,26.98566666666667
37049,Uganda,1967,22.926833333333335
37050,Ukraine,1967,8.327916666666665
37051,United Arab Emirates,1967,27.640833333333333
37052,United Kingdom,1967,8.833166666666667
37053,United Kingdom (Europe),1967,8.993083333333333
37054,United States,1967,8.902
37055,Uruguay,1967,17.698416666666667
37056,Uzbekistan,1967,12.638416666666666
37057,Venezuela,1967,25.058916666666665
37058,Vietnam,1967,23.638833333333334
37059,Virgin Islands,1967,26.23
37060,Western Sahara,1967,22.347083333333334
37061,Yemen,1967,26.26825
37062,Zambia,1967,21.249166666666667
37063,Zimbabwe,1967,21.145333333333333
37064,Åland,1967,5.878
37065,Afghanistan,1968,13.762333333333332
37066,Africa,1968,24.011750000000003
37067,Albania,1968,12.869583333333333
37068,Algeria,1968,23.185916666666667
37069,American Samoa,1968,26.480833333333333
37070,Andorra,1968,11.4365
37071,Angola,1968,21.748166666666666
37072,Anguilla,1968,26.608583333333332
37074,Antigua And Barbuda,1968,26.416916666666665
37075,Argentina,1968,15.196916666666667
37076,Armenia,1968,8.906583333333336
37077,Aruba,1968,28.114333333333335
37078,Asia,1968,7.384666666666667
37079,Australia,1968,21.462166666666665
37080,Austria,1968,6.37925
37081,Azerbaijan,1968,11.695916666666667
37082,Bahamas,1968,24.885
37083,Bahrain,1968,25.921916666666664
37084,Baker Island,1968,25.633916666666668
37085,Bangladesh,1968,24.9405
37086,Barbados,1968,26.50191666666667
37087,Belarus,1968,5.678750000000001
37088,Belgium,1968,9.412333333333335
37089,Belize,1968,25.0455
37090,Benin,1968,27.175666666666668
37091,Bhutan,1968,11.634333333333332
37092,Bolivia,1968,21.131583333333335
37093,"Bonaire, Saint Eustatius And Saba",1968,27.343416666666666
37094,Bosnia And Herzegovina,1968,10.666666666666666
37095,Botswana,1968,21.930000000000003
37096,Brazil,1968,24.631249999999998
37097,British Virgin Islands,1968,26.323333333333334
37098,Bulgaria,1968,11.008249999999999
37099,Burkina Faso,1968,28.12291666666667
37100,Burma,1968,23.860249999999997
37101,Burundi,1968,19.9255
37102,Cambodia,1968,27.008916666666668
37103,Cameroon,1968,24.355833333333333
37104,Canada,1968,-4.6457500000000005
37105,Cape Verde,1968,23.884416666666667
37106,Cayman Islands,1968,26.47975
37107,Central African Republic,1968,25.143833333333333
37108,Chad,1968,27.059250000000002
37109,Chile,1968,9.876916666666666
37110,China,1968,6.727
37111,Christmas Island,1968,25.811583333333335
37112,Colombia,1968,24.814833333333336
37113,Comoros,1968,25.4145
37114,Congo,1968,24.426166666666663
37115,Congo (Democratic Republic Of The),1968,23.62483333333333
37116,Costa Rica,1968,25.472083333333334
37117,Croatia,1968,11.577333333333334
37118,Cuba,1968,25.237583333333333
37119,Curaçao,1968,27.562916666666666
37120,Cyprus,1968,19.193083333333334
37121,Czech Republic,1968,7.903666666666666
37122,Côte D'Ivoire,1968,26.058916666666665
37123,Denmark,1968,-18.275833333333335
37124,Denmark (Europe),1968,8.118
37125,Djibouti,1968,28.543583333333334
37126,Dominica,1968,26.133499999999998
37127,Dominican Republic,1968,25.769333333333336
37128,Ecuador,1968,21.894166666666667
37129,Egypt,1968,22.738833333333332
37130,El Salvador,1968,24.76816666666667
37131,Equatorial Guinea,1968,24.997416666666666
37132,Eritrea,1968,26.460250000000002
37133,Estonia,1968,4.616916666666667
37134,Ethiopia,1968,22.635166666666667
37135,Europe,1968,7.886500000000001
37136,Falkland Islands (Islas Malvinas),1968,6.687916666666666
37137,Faroe Islands,1968,6.476333333333334
37138,Federated States Of Micronesia,1968,26.7055
37139,Fiji,1968,25.07225
37140,Finland,1968,0.4874166666666666
37141,France,1968,12.79775
37142,France (Europe),1968,10.409333333333334
37143,French Guiana,1968,25.77425
37144,French Polynesia,1968,25.920333333333332
37145,French Southern And Antarctic Lands,1968,5.274416666666667
37146,Gabon,1968,24.25691666666667
37147,Gambia,1968,27.322166666666664
37148,Gaza Strip,1968,19.6005
37149,Georgia,1968,8.682916666666667
37150,Germany,1968,8.323583333333334
37151,Ghana,1968,26.73175
37152,Greece,1968,15.1145
37153,Greenland,1968,-18.818916666666667
37154,Grenada,1968,26.74625
37155,Guadeloupe,1968,26.312583333333336
37156,Guam,1968,26.702416666666668
37157,Guatemala,1968,23.01816666666667
37158,Guernsey,1968,10.990166666666667
37159,Guinea,1968,25.573833333333337
37160,Guinea Bissau,1968,26.654333333333337
37161,Guyana,1968,25.907583333333335
37162,Haiti,1968,26.5325
37163,Heard Island And Mcdonald Islands,1968,2.781166666666666
37164,Honduras,1968,24.5855
37165,Hong Kong,1968,22.820083333333333
37166,Hungary,1968,10.220583333333334
37167,Iceland,1968,0.8940000000000001
37168,India,1968,23.86475
37169,Indonesia,1968,25.951083333333333
37170,Iran,1968,17.54825
37171,Iraq,1968,22.015583333333336
37172,Ireland,1968,9.588833333333334
37173,Isle Of Man,1968,9.450583333333332
37174,Israel,1968,19.983416666666667
37175,Italy,1968,12.84525
37176,Jamaica,1968,26.1945
37177,Japan,1968,12.190416666666666
37178,Jersey,1968,10.990166666666667
37179,Jordan,1968,19.691166666666668
37180,Kazakhstan,1968,5.3919999999999995
37181,Kenya,1968,23.579666666666668
37182,Kingman Reef,1968,27.442916666666665
37183,Kiribati,1968,26.856333333333335
37184,Kuwait,1968,25.329833333333337
37185,Kyrgyzstan,1968,3.5055833333333326
37186,Laos,1968,23.847250000000003
37187,Latvia,1968,5.180833333333333
37188,Lebanon,1968,18.078583333333334
37189,Lesotho,1968,13.540583333333332
37190,Liberia,1968,25.524916666666666
37191,Libya,1968,22.465166666666665
37192,Liechtenstein,1968,4.679749999999999
37193,Lithuania,1968,5.9075
37194,Luxembourg,1968,9.081916666666666
37195,Macau,1968,22.605666666666668
37196,Macedonia,1968,10.766416666666666
37197,Madagascar,1968,22.485500000000002
37198,Malawi,1968,21.240333333333336
37199,Malaysia,1968,26.08475
37200,Mali,1968,28.53991666666667
37201,Malta,1968,18.689416666666666
37202,Martinique,1968,26.133499999999998
37203,Mauritania,1968,27.58
37204,Mauritius,1968,23.197666666666667
37205,Mayotte,1968,26.067333333333334
37206,Mexico,1968,20.316083333333335
37207,Moldova,1968,9.478166666666667
37208,Monaco,1968,9.046249999999999
37209,Mongolia,1968,-0.9830000000000002
37210,Montenegro,1968,10.461
37211,Montserrat,1968,26.356083333333334
37212,Morocco,1968,17.71825
37213,Mozambique,1968,23.418499999999998
37214,Namibia,1968,20.421166666666668
37215,Nepal,1968,14.615083333333336
37216,Netherlands,1968,9.549916666666666
37217,Netherlands (Europe),1968,9.152000000000001
37218,New Caledonia,1968,22.394499999999997
37219,New Zealand,1968,10.511249999999999
37220,Nicaragua,1968,25.778750000000002
37221,Niger,1968,27.501083333333337
37222,Nigeria,1968,26.804000000000002
37223,Niue,1968,25.054583333333337
37224,North America,1968,2.224833333333333
37225,North Korea,1968,6.991333333333333
37226,Northern Mariana Islands,1968,26.702416666666668
37227,Norway,1968,-0.6878333333333332
37228,Oceania,1968,21.31683333333333
37229,Oman,1968,26.728166666666667
37230,Pakistan,1968,20.341833333333334
37231,Palau,1968,27.504
37232,Palestina,1968,23.114583333333332
37233,Palmyra Atoll,1968,27.47683333333333
37234,Panama,1968,26.310000000000002
37235,Papua New Guinea,1968,24.4845
37236,Paraguay,1968,23.507333333333335
37237,Peru,1968,19.952666666666666
37238,Philippines,1968,26.71375
37239,Poland,1968,7.925916666666667
37240,Portugal,1968,14.927916666666667
37241,Puerto Rico,1968,25.419
37242,Qatar,1968,26.698333333333334
37243,Reunion,1968,23.0415
37244,Romania,1968,9.416583333333334
37245,Russia,1968,-5.5895833333333345
37246,Rwanda,1968,19.0575
37247,Saint Barthélemy,1968,26.608583333333332
37248,Saint Kitts And Nevis,1968,25.84391666666667
37249,Saint Lucia,1968,26.68675
37250,Saint Martin,1968,26.608583333333332
37251,Saint Pierre And Miquelon,1968,4.714333333333333
37252,Saint Vincent And The Grenadines,1968,26.815833333333334
37253,Samoa,1968,26.239333333333335
37254,San Marino,1968,13.913583333333333
37255,Sao Tome And Principe,1968,25.86883333333333
37256,Saudi Arabia,1968,25.426333333333332
37257,Senegal,1968,27.80275
37258,Serbia,1968,10.440583333333333
37259,Seychelles,1968,26.655333333333335
37260,Sierra Leone,1968,26.16616666666667
37261,Singapore,1968,26.745666666666665
37262,Sint Maarten,1968,26.608583333333332
37263,Slovakia,1968,7.958333333333333
37264,Slovenia,1968,9.781166666666667
37265,Solomon Islands,1968,26.544333333333338
37266,Somalia,1968,26.60766666666667
37267,South Africa,1968,17.043583333333334
37268,South America,1968,21.91325
37269,South Georgia And The South Sandwich Isla,1968,1.8782500000000002
37270,South Korea,1968,11.956416666666668
37271,Spain,1968,13.938833333333333
37272,Sri Lanka,1968,27.135833333333334
37273,Sudan,1968,26.8685
37274,Suriname,1968,26.196833333333334
37275,Svalbard And Jan Mayen,1968,-9.682666666666668
37276,Swaziland,1968,18.7285
37277,Sweden,1968,1.9126666666666667
37278,Switzerland,1968,7.061916666666666
37279,Syria,1968,18.28375
37280,Taiwan,1968,21.724999999999998
37281,Tajikistan,1968,4.148083333333333
37282,Tanzania,1968,21.966333333333335
37283,Thailand,1968,26.356083333333334
37284,Timor Leste,1968,26.267333333333337
37285,Togo,1968,26.84841666666667
37286,Tonga,1968,23.411916666666666
37287,Trinidad And Tobago,1968,26.084083333333336
37288,Tunisia,1968,20.251
37289,Turkey,1968,11.930166666666667
37290,Turkmenistan,1968,15.132416666666666
37291,Turks And Caicas Islands,1968,26.847083333333334
37292,Uganda,1968,22.757500000000004
37293,Ukraine,1968,8.091416666666666
37294,United Arab Emirates,1968,27.46641666666667
37295,United Kingdom,1968,8.565916666666666
37296,United Kingdom (Europe),1968,8.686166666666667
37297,United States,1968,8.55325
37298,Uruguay,1968,17.609666666666666
37299,Uzbekistan,1968,12.604333333333335
37300,Venezuela,1968,25.084416666666666
37301,Vietnam,1968,23.90341666666667
37302,Virgin Islands,1968,26.323333333333334
37303,Western Sahara,1968,22.27933333333333
37304,Yemen,1968,26.104833333333332
37305,Zambia,1968,21.247333333333334
37306,Zimbabwe,1968,21.363166666666668
37307,Åland,1968,5.172833333333333
37308,Afghanistan,1969,13.805083333333334
37309,Africa,1969,24.554833333333335
37310,Albania,1969,12.802916666666667
37311,Algeria,1969,23.458250000000003
37312,American Samoa,1969,26.936583333333335
37313,Andorra,1969,10.884833333333333
37314,Angola,1969,22.1905
37315,Anguilla,1969,27.04925
37317,Antigua And Barbuda,1969,26.88191666666667
37318,Argentina,1969,15.262833333333333
37319,Armenia,1969,8.230833333333335
37320,Aruba,1969,28.631
37321,Asia,1969,6.889499999999999
37322,Australia,1969,21.847583333333333
37323,Austria,1969,6.000333333333334
37324,Azerbaijan,1969,10.4565
37325,Bahamas,1969,25.21258333333333
37326,Bahrain,1969,26.585916666666666
37327,Baker Island,1969,25.861583333333332
37328,Bangladesh,1969,25.254333333333335
37329,Barbados,1969,27.107416666666666
37330,Belarus,1969,4.566916666666667
37331,Belgium,1969,9.5505
37332,Belize,1969,25.617666666666665
37333,Benin,1969,27.574083333333334
37334,Bhutan,1969,12.289916666666665
37335,Bolivia,1969,21.754166666666666
37336,"Bonaire, Saint Eustatius And Saba",1969,27.865
37337,Bosnia And Herzegovina,1969,10.170083333333332
37338,Botswana,1969,22.312083333333334
37339,Brazil,1969,25.282750000000004
37340,British Virgin Islands,1969,26.77525
37341,Bulgaria,1969,10.3645
37342,Burkina Faso,1969,28.732583333333334
37343,Burma,1969,24.135499999999997
37344,Burundi,1969,20.363416666666666
37345,Cambodia,1969,27.265416666666667
37346,Cameroon,1969,24.655
37347,Canada,1969,-4.5023333333333335
37348,Cape Verde,1969,24.966250000000002
37349,Cayman Islands,1969,26.96258333333333
37350,Central African Republic,1969,25.48466666666667
37351,Chad,1969,27.898
37352,Chile,1969,9.863333333333335
37353,China,1969,6.4559999999999995
37354,Christmas Island,1969,26.206916666666668
37355,Colombia,1969,25.181083333333333
37356,Comoros,1969,26.133499999999998
37357,Congo,1969,24.6965
37358,Congo (Democratic Republic Of The),1969,24.00491666666667
37359,Costa Rica,1969,25.951000000000004
37360,Croatia,1969,11.095083333333333
37361,Cuba,1969,25.657833333333333
37362,Curaçao,1969,28.087500000000002
37363,Cyprus,1969,19.213166666666666
37364,Czech Republic,1969,7.366416666666667
37365,Côte D'Ivoire,1969,26.420416666666668
37366,Denmark,1969,-17.867416666666667
37367,Denmark (Europe),1969,7.632000000000001
37368,Djibouti,1969,29.148333333333337
37369,Dominica,1969,26.65516666666667
37370,Dominican Republic,1969,26.094916666666666
37371,Ecuador,1969,22.422083333333333
37372,Egypt,1969,23.404416666666666
37373,El Salvador,1969,25.361083333333337
37374,Equatorial Guinea,1969,25.19125
37375,Eritrea,1969,27.021833333333333
37376,Estonia,1969,3.8089999999999997
37377,Ethiopia,1969,23.187416666666667
37378,Europe,1969,7.419666666666667
37379,Falkland Islands (Islas Malvinas),1969,6.134666666666667
37380,Faroe Islands,1969,6.336333333333333
37381,Federated States Of Micronesia,1969,26.856833333333338
37382,Fiji,1969,25.028499999999998
37383,Finland,1969,0.5302500000000006
37384,France,1969,12.8335
37385,France (Europe),1969,10.34
37386,French Guiana,1969,26.41508333333333
37387,French Polynesia,1969,26.717333333333332
37388,French Southern And Antarctic Lands,1969,4.708333333333333
37389,Gabon,1969,24.503583333333335
37390,Gambia,1969,28.33966666666667
37391,Gaza Strip,1969,19.883583333333334
37392,Georgia,1969,7.924916666666667
37393,Germany,1969,7.913
37394,Ghana,1969,27.125416666666666
37395,Greece,1969,15.03875
37396,Greenland,1969,-18.392083333333336
37397,Grenada,1969,27.423416666666668
37398,Guadeloupe,1969,26.795
37399,Guam,1969,26.957916666666666
37400,Guatemala,1969,23.73725
37401,Guernsey,1969,11.1775
37402,Guinea,1969,26.010583333333333
37403,Guinea Bissau,1969,27.4335
37404,Guyana,1969,26.70866666666667
37405,Haiti,1969,26.791750000000004
37406,Heard Island And Mcdonald Islands,1969,2.226
37407,Honduras,1969,25.186916666666665
37408,Hong Kong,1969,22.609416666666664
37409,Hungary,1969,9.548833333333333
37410,Iceland,1969,0.646833333333333
37411,India,1969,24.501166666666666
37412,Indonesia,1969,26.113083333333336
37413,Iran,1969,17.522916666666667
37414,Iraq,1969,22.39125
37415,Ireland,1969,9.33275
37416,Isle Of Man,1969,9.256833333333333
37417,Israel,1969,20.335583333333336
37418,Italy,1969,12.629583333333334
37419,Jamaica,1969,26.542583333333337
37420,Japan,1969,11.848999999999998
37421,Jersey,1969,11.1775
37422,Jordan,1969,20.136416666666666
37423,Kazakhstan,1969,3.7237500000000003
37424,Kenya,1969,24.278666666666666
37425,Kingman Reef,1969,27.54816666666667
37426,Kiribati,1969,27.221333333333334
37427,Kuwait,1969,25.68241666666667
37428,Kyrgyzstan,1969,2.3744166666666664
37429,Laos,1969,24.125500000000002
37430,Latvia,1969,4.181916666666667
37431,Lebanon,1969,18.273
37432,Lesotho,1969,14.3405
37433,Liberia,1969,25.72583333333333
37434,Libya,1969,23.13475
37435,Liechtenstein,1969,4.421583333333333
37436,Lithuania,1969,4.704583333333333
37437,Luxembourg,1969,9.161833333333334
37438,Macau,1969,22.34958333333333
37439,Macedonia,1969,10.532
37440,Madagascar,1969,23.40041666666667
37441,Malawi,1969,21.777666666666665
37442,Malaysia,1969,26.31758333333333
37443,Mali,1969,29.15591666666667
37444,Malta,1969,18.312583333333333
37445,Martinique,1969,26.65516666666667
37446,Mauritania,1969,28.13325
37447,Mauritius,1969,24.105166666666666
37448,Mayotte,1969,26.830166666666667
37449,Mexico,1969,20.958833333333335
37450,Moldova,1969,8.200083333333334
37451,Monaco,1969,8.678916666666666
37452,Mongolia,1969,-1.5954166666666667
37453,Montenegro,1969,10.163
37454,Montserrat,1969,26.828999999999997
37455,Morocco,1969,17.62183333333333
37456,Mozambique,1969,24.004499999999997
37457,Namibia,1969,20.837083333333336
37458,Nepal,1969,15.399500000000002
37459,Netherlands,1969,9.533583333333334
37460,Netherlands (Europe),1969,9.123666666666667
37461,New Caledonia,1969,22.736250000000002
37462,New Zealand,1969,10.449333333333334
37463,Nicaragua,1969,26.364166666666666
37464,Niger,1969,28.49875
37465,Nigeria,1969,27.21466666666667
37466,Niue,1969,25.06775
37467,North America,1969,2.475916666666667
37468,North Korea,1969,6.123083333333334
37469,Northern Mariana Islands,1969,26.957916666666666
37470,Norway,1969,-0.14200000000000013
37471,Oceania,1969,21.677833333333336
37472,Oman,1969,27.386
37473,Pakistan,1969,21.034166666666668
37474,Palau,1969,27.496583333333334
37475,Palestina,1969,23.4225
37476,Palmyra Atoll,1969,27.57766666666667
37477,Panama,1969,26.720166666666668
37478,Papua New Guinea,1969,24.69775
37479,Paraguay,1969,23.689333333333334
37480,Peru,1969,20.588833333333334
37481,Philippines,1969,27.018083333333333
37482,Poland,1969,6.655833333333334
37483,Portugal,1969,14.412999999999998
37484,Puerto Rico,1969,25.995333333333335
37485,Qatar,1969,27.49025
37486,Reunion,1969,23.876333333333335
37487,Romania,1969,8.43975
37488,Russia,1969,-6.7660833333333334
37489,Rwanda,1969,19.46575
37490,Saint Barthélemy,1969,27.04925
37491,Saint Kitts And Nevis,1969,26.312083333333334
37492,Saint Lucia,1969,27.28025
37493,Saint Martin,1969,27.04925
37494,Saint Pierre And Miquelon,1969,5.719
37495,Saint Vincent And The Grenadines,1969,27.42725
37496,Samoa,1969,26.635166666666667
37497,San Marino,1969,13.70875
37498,Sao Tome And Principe,1969,26.039583333333336
37499,Saudi Arabia,1969,26.199250000000003
37500,Senegal,1969,28.709333333333333
37501,Serbia,1969,9.765333333333334
37502,Seychelles,1969,27.08758333333333
37503,Sierra Leone,1969,26.43766666666667
37504,Singapore,1969,27.062416666666667
37505,Sint Maarten,1969,27.04925
37506,Slovakia,1969,7.33475
37507,Slovenia,1969,9.419916666666667
37508,Solomon Islands,1969,26.86191666666667
37509,Somalia,1969,27.125
37510,South Africa,1969,17.772333333333332
37511,South America,1969,22.406000000000002
37512,South Georgia And The South Sandwich Isla,1969,1.611
37513,South Korea,1969,11.448083333333335
37514,Spain,1969,13.211333333333334
37515,Sri Lanka,1969,27.414666666666665
37516,Sudan,1969,27.700333333333333
37517,Suriname,1969,26.99191666666667
37518,Svalbard And Jan Mayen,1969,-8.002666666666668
37519,Swaziland,1969,19.421166666666668
37520,Sweden,1969,1.97025
37521,Switzerland,1969,6.777583333333333
37522,Syria,1969,18.5045
37523,Taiwan,1969,22.091166666666666
37524,Tajikistan,1969,3.3562499999999997
37525,Tanzania,1969,22.684583333333336
37526,Thailand,1969,26.57375
37527,Timor Leste,1969,26.249583333333334
37528,Togo,1969,27.234583333333333
37529,Tonga,1969,22.956333333333333
37530,Trinidad And Tobago,1969,26.83375
37531,Tunisia,1969,19.99625
37532,Turkey,1969,11.968916666666667
37533,Turkmenistan,1969,13.504166666666668
37534,Turks And Caicas Islands,1969,27.045916666666667
37535,Uganda,1969,23.205333333333332
37536,Ukraine,1969,6.782333333333334
37537,United Arab Emirates,1969,28.266250000000003
37538,United Kingdom,1969,8.467916666666667
