,Date,LandAverageTemperature,LandMaxTemperature,LandMinTemperature,LandAndOceanAverageTemperature
1658,1888-03-01,4.3,10.491,-2.039,13.972
1659,1888-04-01,7.845,13.884,1.66,14.938
1660,1888-05-01,10.62,16.329,4.187,15.73
1661,1888-06-01,12.921,18.897,6.476,16.360000000000007
1662,1888-07-01,14.242,20.063,7.77,16.686
1663,1888-08-01,13.511,19.36,7.2879999999999985,16.611
1664,1888-09-01,11.685,17.808000000000003,5.468999999999999,15.995
1665,1888-10-01,9.201,14.783,2.951,15.318
1666,1888-11-01,5.792000000000001,11.384,0.052,14.259
1667,1888-12-01,3.222,9.327,-2.511,13.608
1668,1889-01-01,1.7619999999999998,7.377000000000001,-4.053000000000001,13.417
1669,1889-02-01,3.409,8.814,-2.899,13.954
1670,1889-03-01,5.299,11.628,-0.8079999999999999,14.446
1671,1889-04-01,8.588999999999999,14.392,2.502,15.305
1672,1889-05-01,11.242,17.19,5.032,15.915
1673,1889-06-01,13.288,19.314,7.1960000000000015,16.498
1674,1889-07-01,14.225,20.315,8.311,16.796
1675,1889-08-01,13.504,19.732,7.614999999999998,16.604
1676,1889-09-01,11.547,17.455000000000002,5.635,15.913
1677,1889-10-01,8.865,14.902,2.608,15.116
1678,1889-11-01,4.9990000000000006,11.146,-0.5670000000000001,13.996
1679,1889-12-01,3.099,9.264,-2.395,13.401
1680,1890-01-01,1.836,7.6469999999999985,-4.24,13.068
1681,1890-02-01,2.516,8.668,-3.764,13.394
1682,1890-03-01,4.21,10.474,-2.1710000000000003,13.890999999999998
1683,1890-04-01,7.738999999999999,13.672,1.641,14.875
1684,1890-05-01,10.464,16.865000000000002,3.943000000000001,15.624
1685,1890-06-01,12.872,18.703,6.707000000000002,16.25
1686,1890-07-01,14.034,19.718,7.857,16.528
1687,1890-08-01,13.265999999999998,19.325,7.146999999999999,16.427
1688,1890-09-01,11.546,17.266000000000002,5.494,15.842
1689,1890-10-01,9.178,14.747,3.367,15.02
1690,1890-11-01,5.03,11.451,-1.043,13.803
1691,1890-12-01,2.969,8.611,-2.729,13.367
1692,1891-01-01,1.6780000000000002,7.588999999999999,-4.011,13.037
1693,1891-02-01,1.88,8.122,-4.465,13.298
1694,1891-03-01,4.755,10.629,-1.449,14.191
1695,1891-04-01,7.6179999999999986,13.979,1.182,14.918
1696,1891-05-01,10.785,16.645,4.317,15.844
1697,1891-06-01,12.888,18.588,6.635000000000002,16.297
1698,1891-07-01,13.93,19.849,7.818,16.62
1699,1891-08-01,13.496,19.472,7.289999999999999,16.549
1700,1891-09-01,11.763,17.649,5.704,16.07
1701,1891-10-01,8.722000000000001,15.042,2.764,15.023
1702,1891-11-01,5.115,11.033,-0.7809999999999999,13.92
1703,1891-12-01,3.602,9.803,-2.138,13.559
1704,1892-01-01,2.018,7.683,-3.93,13.264
1705,1892-02-01,2.805,9.078,-3.253,13.667000000000002
1706,1892-03-01,4.362,10.752,-1.931,13.979
1707,1892-04-01,7.5619999999999985,13.802,1.2049999999999998,14.803999999999998
1708,1892-05-01,10.622,16.578000000000007,4.426,15.655
1709,1892-06-01,13.263,19.003,6.86,16.303
1710,1892-07-01,13.89,19.82,7.917000000000001,16.476
1711,1892-08-01,13.42,19.264,7.447999999999999,16.39
1712,1892-09-01,11.764,17.858,5.5520000000000005,15.998
1713,1892-10-01,9.29,15.08,3.347,15.126
1714,1892-11-01,4.859,10.432,-1.014,13.732
1715,1892-12-01,2.935,8.297,-2.8470000000000004,13.196
1716,1893-01-01,0.5,5.9,-5.3450000000000015,12.702
1717,1893-02-01,1.654,7.616,-4.558,13.23
1718,1893-03-01,4.979,11.066,-1.2520000000000002,14.111
1719,1893-04-01,7.994,13.697,1.582,14.871
1720,1893-05-01,10.747,16.812,4.489000000000001,15.662
1721,1893-06-01,13.050999999999998,18.981,6.7810000000000015,16.382
1722,1893-07-01,14.318,20.005,8.102,16.788
1723,1893-08-01,13.454,19.448,7.321999999999999,16.650000000000002
1724,1893-09-01,11.767,17.799000000000003,5.599,15.932
1725,1893-10-01,9.16,15.185,3.099,15.152
1726,1893-11-01,5.902,11.701,-0.143,14.079
1727,1893-12-01,3.155,9.03,-2.79,13.388
1728,1894-01-01,1.6909999999999998,7.409999999999998,-4.0390000000000015,13.039
1729,1894-02-01,2.923,8.898,-3.028,13.455
1730,1894-03-01,5.118,11.086,-1.093,14.08
1731,1894-04-01,7.6629999999999985,13.793,1.472,14.794
1732,1894-05-01,10.944,16.929000000000002,4.6110000000000015,15.656
1733,1894-06-01,12.858,18.782,6.6030000000000015,16.226000000000006
1734,1894-07-01,14.004,19.851,7.787999999999999,16.687
1735,1894-08-01,13.488,19.326,7.363999999999999,16.565
1736,1894-09-01,11.579999999999998,17.425,5.502999999999999,15.927
1737,1894-10-01,9.125,15.042,2.997,15.165
1738,1894-11-01,5.405,11.187,-0.4909999999999999,14.036
1739,1894-12-01,3.133,8.757,-2.202,13.347
1740,1895-01-01,1.2950000000000002,6.960999999999999,-4.319,13.084
1741,1895-02-01,2.0,8.18,-4.026,13.303
1742,1895-03-01,4.689,10.838,-1.594,13.989
1743,1895-04-01,8.247,14.509,1.915,15.005
1744,1895-05-01,10.867,16.892000000000003,4.638999999999999,15.703
1745,1895-06-01,13.058,19.059,6.905,16.352
1746,1895-07-01,14.053,19.614,7.875,16.715999999999998
1747,1895-08-01,13.489,19.471,7.167000000000001,16.612000000000002
1748,1895-09-01,11.743,17.597,5.687,15.981
1749,1895-10-01,9.117,15.159,2.878,15.151
1750,1895-11-01,5.744,11.42,-0.011,14.219
1751,1895-12-01,3.462,9.232,-2.206,13.513
1752,1896-01-01,2.291,7.923999999999999,-3.4080000000000004,13.366
1753,1896-02-01,2.707,8.447000000000001,-3.367,13.576
1754,1896-03-01,4.279,10.469,-1.868,14.047
1755,1896-04-01,7.329999999999999,13.586,1.225,14.895
1756,1896-05-01,10.893,17.01,4.626,15.817
1757,1896-06-01,13.303999999999998,19.34,6.863,16.515
1758,1896-07-01,14.233,19.886,8.087,16.866
1759,1896-08-01,13.624,19.572,7.274999999999999,16.762
1760,1896-09-01,11.824000000000002,17.727,5.561,16.143
1761,1896-10-01,9.416,15.35,3.212,15.27
1762,1896-11-01,5.3660000000000005,11.173,-0.4690000000000001,14.187
1763,1896-12-01,3.312,8.811,-2.3600000000000003,13.643
1764,1897-01-01,1.893,7.411999999999999,-3.5730000000000004,13.312
1765,1897-02-01,2.4290000000000003,8.148,-3.519,13.555
1766,1897-03-01,4.345,10.442,-2.123,14.152
1767,1897-04-01,8.277999999999999,14.293,1.74,15.217
1768,1897-05-01,11.377,17.250999999999998,5.0680000000000005,16.02
1769,1897-06-01,13.319,19.445,7.226,16.505000000000006
1770,1897-07-01,14.31,20.297,8.312000000000001,16.783
1771,1897-08-01,13.668,19.753,7.592,16.676000000000002
1772,1897-09-01,11.925,17.918000000000006,5.901,16.067999999999998
1773,1897-10-01,9.197,15.166,3.279,15.168
1774,1897-11-01,5.6080000000000005,11.616,-0.197,14.047
1775,1897-12-01,3.1710000000000003,8.5,-2.177,13.401
1776,1898-01-01,2.737,8.35,-2.885,13.396
1777,1898-02-01,2.354,8.238999999999999,-3.651,13.364
1778,1898-03-01,3.751,10.174,-2.657,13.749
1779,1898-04-01,7.906999999999999,14.459,1.49,14.868
1780,1898-05-01,10.835,17.055999999999997,4.498,15.621
1781,1898-06-01,13.395,19.452,7.067,16.393
1782,1898-07-01,14.138,20.145,8.039,16.627
1783,1898-08-01,13.579,19.628,7.656999999999999,16.512
1784,1898-09-01,11.752999999999998,17.702,5.902,15.914
1785,1898-10-01,8.828,14.69,2.8310000000000004,14.915
1786,1898-11-01,5.452000000000001,11.444,-0.359,13.933
1787,1898-12-01,3.407,9.443,-2.096,13.351
1788,1899-01-01,2.515,8.443,-3.2620000000000005,13.306
1789,1899-02-01,2.38,8.17,-3.442,13.399
1790,1899-03-01,4.618,10.635,-1.5670000000000002,14.003
1791,1899-04-01,8.280999999999999,14.438,2.074,15.026
1792,1899-05-01,11.023,17.132,4.9670000000000005,15.836
1793,1899-06-01,12.856,18.799,6.872000000000001,16.243000000000002
1794,1899-07-01,14.159,20.168,7.9529999999999985,16.689
1795,1899-08-01,13.777,19.598,7.645999999999999,16.746000000000002
1796,1899-09-01,12.127999999999998,18.22300000000001,5.974,16.178
1797,1899-10-01,9.409,15.317,3.551,15.287
1798,1899-11-01,6.605,12.417,1.063,14.455
1799,1899-12-01,3.005,8.639,-2.668,13.412
1800,1900-01-01,1.461,7.193,-4.102,13.142
1801,1900-02-01,3.0980000000000003,9.181,-2.814,13.777
1802,1900-03-01,5.492000000000001,11.377,-0.68,14.4
1803,1900-04-01,8.222999999999999,13.972,2.131,15.17
1804,1900-05-01,11.385,17.415000000000006,5.178999999999999,15.955
1805,1900-06-01,13.293,19.434,7.112,16.515
1806,1900-07-01,14.171,19.897,8.095,16.785
1807,1900-08-01,13.816,19.85,7.891999999999999,16.699
1808,1900-09-01,11.955,17.817999999999998,5.9670000000000005,16.124000000000002
1809,1900-10-01,9.666,15.544,3.833,15.373
1810,1900-11-01,5.803999999999999,11.527,0.121,14.189
1811,1900-12-01,3.655,9.466,-1.826,13.598
1812,1901-01-01,2.1910000000000003,7.995999999999999,-3.491,13.29
1813,1901-02-01,3.092,9.038,-2.678,13.66
1814,1901-03-01,5.671,11.476,-0.644,14.383
1815,1901-04-01,8.522,14.733,2.264,15.22
1816,1901-05-01,11.178,17.315,4.855,15.936
1817,1901-06-01,13.423,19.315,7.151000000000002,16.441000000000006
1818,1901-07-01,14.339,20.34,8.161,16.718
1819,1901-08-01,13.789,19.898,7.659999999999998,16.663
1820,1901-09-01,11.984000000000002,17.929000000000006,5.819,16.000999999999998
1821,1901-10-01,9.003,15.002,2.998,15.087
1822,1901-11-01,5.976,12.043,0.0709999999999999,14.101
1823,1901-12-01,3.335,9.061,-2.28,13.38
1824,1902-01-01,2.684,8.796999999999997,-3.031,13.302
1825,1902-02-01,3.606,9.814,-2.504,13.691
1826,1902-03-01,4.883,11.166,-1.339,14.1
1827,1902-04-01,7.955999999999999,13.884,1.5619999999999998,14.958
1828,1902-05-01,10.893,16.986,4.5870000000000015,15.719
1829,1902-06-01,13.214,19.338,6.894,16.284000000000002
1830,1902-07-01,14.231,20.2,7.965,16.69
1831,1902-08-01,13.599,19.884,7.449,16.590999999999998
1832,1902-09-01,11.799,17.897000000000006,5.555,16.032
1833,1902-10-01,8.801,14.811,2.759,14.991
1834,1902-11-01,5.274,11.159,-0.46,13.902
1835,1902-12-01,2.713,8.435,-2.992,13.24
1836,1903-01-01,2.514,8.415,-3.1870000000000003,13.275
1837,1903-02-01,3.555,9.297,-2.49,13.668
1838,1903-03-01,4.93,10.963,-1.158,14.05
1839,1903-04-01,7.831999999999999,13.958,1.6980000000000002,14.800999999999998
1840,1903-05-01,10.794,16.672,4.5870000000000015,15.645
1841,1903-06-01,12.886,18.897,6.723000000000001,16.160999999999998
1842,1903-07-01,13.992,19.787,7.87,16.496000000000002
1843,1903-08-01,13.412,19.298,7.557999999999999,16.304000000000002
1844,1903-09-01,11.501,17.355999999999998,5.642,15.771
1845,1903-10-01,8.812000000000001,14.634,2.895,14.835
1846,1903-11-01,5.516,11.219,-0.0509999999999999,13.828
1847,1903-12-01,2.898,8.533,-2.6870000000000003,13.205
1848,1904-01-01,1.6369999999999998,7.081999999999999,-3.86,12.957
1849,1904-02-01,2.297,8.507,-3.583,13.154000000000002
1850,1904-03-01,4.506,10.559,-1.575,13.859000000000002
1851,1904-04-01,7.683999999999998,13.823,1.4280000000000002,14.755
1852,1904-05-01,10.84,16.922,4.641,15.573
1853,1904-06-01,13.014,19.092,6.7780000000000005,16.207
1854,1904-07-01,13.836,19.678,7.777,16.525000000000002
1855,1904-08-01,13.459,19.525,7.462000000000001,16.403000000000002
1856,1904-09-01,11.380999999999998,17.465000000000003,5.361000000000001,15.768
1857,1904-10-01,8.833,14.902,3.133,14.947
1858,1904-11-01,6.23,11.997,0.5579999999999999,14.144
1859,1904-12-01,3.374,9.212,-2.067,13.433
1860,1905-01-01,2.254,8.017000000000001,-3.3240000000000003,13.205
1861,1905-02-01,1.927,7.7349999999999985,-3.951,13.206
1862,1905-03-01,4.635,10.466,-1.308,14.035
1863,1905-04-01,7.754999999999999,13.622,1.493,14.857
1864,1905-05-01,10.982,16.945999999999998,4.819000000000001,15.788
1865,1905-06-01,13.112,19.11,6.944000000000001,16.379
1866,1905-07-01,14.077,19.877,8.038,16.651
1867,1905-08-01,13.578,19.619,7.719999999999999,16.558
1868,1905-09-01,11.803999999999998,17.684,5.928,16.004
1869,1905-10-01,9.041,14.866,3.117,15.091
1870,1905-11-01,6.183,11.984000000000002,0.574,14.232
1871,1905-12-01,3.354,9.06,-1.931,13.45
1872,1906-01-01,2.068,8.086,-3.637000000000001,13.25
1873,1906-02-01,2.301,8.125,-3.343,13.502
1874,1906-03-01,4.8660000000000005,11.008,-1.229,14.245
1875,1906-04-01,8.626,14.786,2.422,15.23
1876,1906-05-01,11.239999999999998,17.146,4.9220000000000015,15.769
1877,1906-06-01,13.334,19.287,7.275,16.436
1878,1906-07-01,14.122,20.058,8.186,16.662
1879,1906-08-01,13.691,19.539,7.842999999999999,16.593
1880,1906-09-01,11.771999999999998,17.522000000000002,5.884,15.95
1881,1906-10-01,9.267,14.943,3.479,15.152
1882,1906-11-01,5.501,11.17,-0.3009999999999999,14.054
1883,1906-12-01,3.761,9.258,-1.664,13.54
1884,1907-01-01,1.798,7.903,-3.867,13.108
1885,1907-02-01,2.117,7.9929999999999986,-3.603,13.257
1886,1907-03-01,4.575,10.61,-1.6,14.15
1887,1907-04-01,7.579,13.401,1.521,14.918
1888,1907-05-01,10.375,16.335,4.0840000000000005,15.602
1889,1907-06-01,12.729,18.576,6.509,16.253
1890,1907-07-01,13.769,19.626,7.761,16.596
1891,1907-08-01,13.362,19.187,7.464999999999999,16.456
1892,1907-09-01,11.665,17.442999999999998,5.59,15.902
1893,1907-10-01,9.234,15.079,3.32,15.159
1894,1907-11-01,5.207000000000001,10.71,-0.5570000000000002,13.872
1895,1907-12-01,2.9560000000000004,8.831,-2.585,13.225
1896,1908-01-01,2.3040000000000003,8.117999999999999,-3.548,13.16
1897,1908-02-01,2.769,8.527000000000001,-3.177,13.441
1898,1908-03-01,4.136,10.384,-2.101,13.783
1899,1908-04-01,7.831999999999999,13.853,1.735,14.800999999999998
1900,1908-05-01,11.140999999999998,16.958000000000002,4.86,15.757
1901,1908-06-01,13.293,19.063,6.902,16.289
1902,1908-07-01,14.197,19.748,8.113,16.618000000000002
1903,1908-08-01,13.376,19.359,7.499,16.365000000000002
1904,1908-09-01,11.977,17.781000000000006,5.977,15.93
1905,1908-10-01,8.865,14.675,2.948,14.883
1906,1908-11-01,5.272,11.098,-0.5760000000000001,13.842
1907,1908-12-01,3.071,8.901,-2.535,13.189
1908,1909-01-01,1.395,7.121,-4.298,12.839
1909,1909-02-01,2.7060000000000004,8.571,-3.447,13.35
1910,1909-03-01,4.589,10.659,-1.6769999999999998,13.852
1911,1909-04-01,7.534,13.425999999999998,1.395,14.719
1912,1909-05-01,10.611,16.668000000000006,4.380000000000001,15.6
1913,1909-06-01,12.962,18.71,6.766,16.191000000000006
1914,1909-07-01,14.06,19.787,8.05,16.437
1915,1909-08-01,13.752,19.625,7.752999999999999,16.496000000000002
1916,1909-09-01,11.879,17.891000000000005,5.778,15.849
1917,1909-10-01,9.192,15.139,3.221,14.941
1918,1909-11-01,6.236000000000001,11.959,0.3229999999999999,13.993
1919,1909-12-01,3.2230000000000003,8.763,-2.353,13.217
1920,1910-01-01,2.333,8.094999999999999,-3.2700000000000005,13.139
1921,1910-02-01,2.779,8.388,-3.2260000000000004,13.317
1922,1910-03-01,4.606,10.781,-1.675,13.872
1923,1910-04-01,8.104999999999999,14.37,1.704,14.845
1924,1910-05-01,11.005,17.03,4.675000000000002,15.712
1925,1910-06-01,13.151,19.027,6.871,16.264000000000006
1926,1910-07-01,14.279000000000002,19.952,8.205,16.543
1927,1910-08-01,13.677,19.425,7.605999999999999,16.477
1928,1910-09-01,11.733,17.623,5.6690000000000005,15.875
1929,1910-10-01,9.006,14.905,2.986,15.019
1930,1910-11-01,5.318,11.072,-0.6540000000000001,13.75
1931,1910-12-01,2.684,8.5,-2.999,13.015999999999998
1932,1911-01-01,1.66,7.132999999999999,-3.969,12.908
1933,1911-02-01,2.4530000000000003,8.15,-3.664,13.164
1934,1911-03-01,4.347,10.362,-1.743,13.752
1935,1911-04-01,7.989999999999998,14.081,1.856,14.716
1936,1911-05-01,10.829,16.71,4.6320000000000014,15.497
1937,1911-06-01,13.009,19.091,6.7780000000000005,16.108
1938,1911-07-01,14.082,19.987,8.052999999999999,16.430999999999997
1939,1911-08-01,13.499,19.396,7.606999999999998,16.387
1940,1911-09-01,11.638,17.491000000000003,5.723,15.799
1941,1911-10-01,9.263,14.99,3.401,15.063
1942,1911-11-01,5.964,11.652,0.3089999999999999,14.062
1943,1911-12-01,3.39,8.811,-1.981,13.425
1944,1912-01-01,2.402,7.911,-3.305,13.249
1945,1912-02-01,3.354,9.379,-2.718,13.595
1946,1912-03-01,4.356,10.725,-1.981,13.995
1947,1912-04-01,8.229,14.069,2.091,15.065
1948,1912-05-01,11.254,17.389000000000006,4.992000000000001,15.813
1949,1912-06-01,13.435,19.351,7.166,16.397000000000002
1950,1912-07-01,13.723,19.729,7.915999999999999,16.509
1951,1912-08-01,13.053,19.027,7.276999999999999,16.309
1952,1912-09-01,11.222,17.435000000000002,5.227,15.685
1953,1912-10-01,8.366999999999999,14.133,2.497,14.751
1954,1912-11-01,5.521,11.185,-0.2909999999999999,13.928
1955,1912-12-01,3.069,8.307,-2.459,13.23
1956,1913-01-01,2.083,7.6549999999999985,-3.657,13.066
1957,1913-02-01,2.376,8.232999999999999,-3.4850000000000003,13.344
1958,1913-03-01,4.517,10.4,-1.597,13.953
1959,1913-04-01,8.023,14.219,1.91,14.957
1960,1913-05-01,10.745,16.815,4.652,15.679
1961,1913-06-01,13.005,19.075,6.667000000000002,16.215999999999998
1962,1913-07-01,14.137,20.256,7.967,16.552
1963,1913-08-01,13.724,19.805,7.7349999999999985,16.496000000000002
1964,1913-09-01,11.759,17.833000000000006,5.629,15.867
1965,1913-10-01,9.077,14.904000000000002,3.091,15.028
1966,1913-11-01,6.024,11.67,0.347,14.123
1967,1913-12-01,4.103,9.556,-1.4300000000000002,13.624
1968,1914-01-01,3.3760000000000003,8.822000000000001,-2.334,13.545
1969,1914-02-01,3.2,8.501999999999999,-2.551,13.576
1970,1914-03-01,4.942,11.039,-1.31,14.103
1971,1914-04-01,8.097999999999999,14.050999999999998,1.888,15.018
1972,1914-05-01,11.284999999999998,17.199,5.2330000000000005,15.857
1973,1914-06-01,13.496,19.335,7.218999999999999,16.421000000000006
1974,1914-07-01,14.298,20.065,8.182,16.653
1975,1914-08-01,13.73,19.692,7.869999999999999,16.692
1976,1914-09-01,11.915,17.747000000000003,5.8660000000000005,16.075
1977,1914-10-01,9.387,15.271,3.567,15.223
1978,1914-11-01,5.759,11.287,0.2389999999999999,14.155
1979,1914-12-01,3.6,8.764,-1.624,13.597
1980,1915-01-01,2.299,7.901,-3.4160000000000004,13.32
1981,1915-02-01,3.265,8.931000000000001,-2.52,13.675
1982,1915-03-01,5.143,11.024,-1.115,14.32
1983,1915-04-01,8.705,14.607,2.755,15.292
1984,1915-05-01,11.493,17.141000000000002,5.371,16.067
1985,1915-06-01,13.3,19.189,7.154,16.445
1986,1915-07-01,14.443,20.553,8.455,16.817
1987,1915-08-01,13.77,19.997,7.757999999999999,16.802
1988,1915-09-01,11.867,17.811,6.037999999999999,16.102
1989,1915-10-01,8.984,14.862,3.017,15.093
1990,1915-11-01,6.216,12.159,0.297,14.254
1991,1915-12-01,3.633,9.515,-2.069,13.538
1992,1916-01-01,2.616,8.309,-2.927,13.294
1993,1916-02-01,2.957,8.855,-3.024,13.581
1994,1916-03-01,4.846,10.961,-1.584,14.121
1995,1916-04-01,8.046999999999999,14.095999999999998,1.918,14.975
1996,1916-05-01,10.972,17.084,4.7940000000000005,15.779000000000002
1997,1916-06-01,12.942,18.91,6.867000000000001,16.290000000000006
1998,1916-07-01,14.052,20.012,8.184,16.599
1999,1916-08-01,13.58,19.484,7.754,16.511
2000,1916-09-01,11.726,17.634,5.725,15.927
2001,1916-10-01,9.053,14.763,3.156,14.919
2002,1916-11-01,5.596,11.22,-0.3109999999999999,13.814
2003,1916-12-01,2.316,7.837999999999999,-3.402,13.005999999999998
2004,1917-01-01,2.133,7.847999999999999,-3.782,12.84
2005,1917-02-01,2.36,8.334,-3.771,13.099
2006,1917-03-01,4.488,10.552,-1.983,13.800999999999998
2007,1917-04-01,7.854999999999999,13.932,1.689,14.815
2008,1917-05-01,10.443,16.421000000000006,4.3050000000000015,15.537
2009,1917-06-01,12.915,18.889,6.792000000000002,16.239
2010,1917-07-01,14.259,20.083,8.377,16.706
2011,1917-08-01,13.470999999999998,19.568,7.544999999999999,16.580000000000002
2012,1917-09-01,11.745,17.669,5.796,16.058
2013,1917-10-01,8.544,14.425999999999998,2.64,14.942
2014,1917-11-01,5.82,11.686,0.057,14.002
2015,1917-12-01,2.247,7.702999999999999,-3.43,13.098
2016,1918-01-01,1.934,7.552,-3.802000000000001,13.129
2017,1918-02-01,2.455,8.256,-3.568,13.312
2018,1918-03-01,4.811,10.704,-1.267,14.034
2019,1918-04-01,7.643999999999999,13.706,1.426,14.794
2020,1918-05-01,10.54,16.48,4.386,15.733
2021,1918-06-01,12.908,18.731,6.772,16.305999999999997
2022,1918-07-01,14.002,19.916,7.896,16.596
2023,1918-08-01,13.431,19.326,7.491999999999999,16.552
2024,1918-09-01,11.880999999999998,17.999000000000006,5.8,16.074
2025,1918-10-01,9.433,15.332,3.5780000000000003,15.252
2026,1918-11-01,5.683,11.265,0.142,14.297
2027,1918-12-01,2.8480000000000003,8.266,-2.627,13.439
2028,1919-01-01,2.184,7.648999999999999,-3.3960000000000004,13.309
2029,1919-02-01,2.852,8.626999999999999,-2.9960000000000004,13.678
2030,1919-03-01,4.743,10.714,-1.5470000000000002,14.22
2031,1919-04-01,8.487,14.412,2.441,15.253
2032,1919-05-01,10.969,16.701,4.881,15.847
2033,1919-06-01,13.228,19.017,7.102,16.375
2034,1919-07-01,14.274,20.146,8.264,16.582
2035,1919-08-01,13.786,19.804,7.842,16.498
2036,1919-09-01,11.989999999999998,17.887,6.126,16.025
2037,1919-10-01,9.361,15.005,3.522,15.117
2038,1919-11-01,5.489,11.158,-0.4310000000000001,13.914
2039,1919-12-01,3.224,8.756,-2.395,13.263
2040,1920-01-01,2.841,8.443999999999999,-2.942,13.257
2041,1920-02-01,2.755,8.266,-3.109,13.347
2042,1920-03-01,5.227,11.034,-0.782,14.25
2043,1920-04-01,8.293,14.140999999999998,2.164,15.079
2044,1920-05-01,11.130999999999998,17.145,5.126,15.855
2045,1920-06-01,13.105,18.9,7.057,16.415000000000006
2046,1920-07-01,14.245,20.121,8.299,16.692999999999998
2047,1920-08-01,13.698,19.647,7.7719999999999985,16.625999999999998
2048,1920-09-01,11.794,17.810000000000006,5.85,16.117
2049,1920-10-01,9.021,14.852,3.1,15.206
2050,1920-11-01,5.566,11.127,-0.123,14.159
2051,1920-12-01,2.629,8.225,-3.063,13.311
2052,1921-01-01,2.98,8.737,-2.709,13.439
2053,1921-02-01,3.125,9.17,-2.8160000000000003,13.622
2054,1921-03-01,5.081,10.928,-0.931,14.128
2055,1921-04-01,8.324,14.327,2.252,15.005
2056,1921-05-01,11.245,17.255000000000006,5.152,15.826
2057,1921-06-01,13.44,19.36,7.383999999999999,16.490000000000002
2058,1921-07-01,14.436,20.42,8.424,16.783
2059,1921-08-01,13.561,19.468,7.600999999999999,16.618000000000002
2060,1921-09-01,11.869000000000002,17.785,5.996,16.166
2061,1921-10-01,9.264,15.124,3.446,15.285
2062,1921-11-01,5.864,11.362,0.2,14.236
2063,1921-12-01,3.663,9.157,-1.874,13.627
2064,1922-01-01,2.15,7.603,-3.428,13.177
2065,1922-02-01,2.376,8.234,-3.684,13.453
2066,1922-03-01,5.156000000000001,11.248,-1.1880000000000002,14.245
2067,1922-04-01,8.379999999999999,14.521,2.156,15.168
2068,1922-05-01,11.097,16.912000000000006,4.9830000000000005,15.778
2069,1922-06-01,13.331,19.153,7.266,16.406000000000002
2070,1922-07-01,14.278,20.098,8.241,16.745
2071,1922-08-01,13.584,19.475,7.598999999999998,16.532
2072,1922-09-01,11.775,17.660999999999998,5.754,15.981
2073,1922-10-01,9.056,14.975,3.134,15.043
2074,1922-11-01,6.046,11.615,0.232,14.117
2075,1922-12-01,3.667,8.968,-1.865,13.503
2076,1923-01-01,2.487,8.209999999999999,-3.1950000000000003,13.24
2077,1923-02-01,2.563,8.298,-3.172,13.358
2078,1923-03-01,4.8660000000000005,10.786,-1.256,14.049
2079,1923-04-01,7.749,13.64,1.602,14.959
2080,1923-05-01,10.848999999999998,16.825000000000006,4.790000000000001,15.724
2081,1923-06-01,13.296,19.056,7.138999999999999,16.452
2082,1923-07-01,13.984000000000002,19.81,8.012,16.628
2083,1923-08-01,13.611,19.445,7.645,16.54
2084,1923-09-01,11.883,17.783,5.816,15.992
2085,1923-10-01,9.52,15.188,3.523,15.249
2086,1923-11-01,6.377999999999999,11.871,0.474,14.404000000000002
2087,1923-12-01,3.88,9.269,-1.903,13.739
2088,1924-01-01,2.339,7.911999999999999,-3.502,13.303
2089,1924-02-01,2.888,8.609,-3.0250000000000004,13.585
2090,1924-03-01,5.352,11.239999999999998,-0.8059999999999999,14.325
2091,1924-04-01,7.97,13.857,1.722,15.081
2092,1924-05-01,11.188,17.185000000000002,4.905,15.918
2093,1924-06-01,13.342,19.195,7.085000000000001,16.461000000000002
2094,1924-07-01,14.304,20.057,8.161,16.724
2095,1924-08-01,13.654000000000002,19.519,7.584999999999999,16.555999999999997
2096,1924-09-01,11.957,17.783,6.024,16.003
2097,1924-10-01,9.203,14.896,3.29,15.042
2098,1924-11-01,6.4,11.794,0.6559999999999999,14.132
2099,1924-12-01,3.485,8.639,-2.021,13.342
2100,1925-01-01,2.268,7.483999999999999,-3.1790000000000003,13.157
2101,1925-02-01,2.701,8.51,-3.314,13.361
2102,1925-03-01,5.126,11.133,-1.14,14.155
2103,1925-04-01,8.442,14.538,2.178,15.011
2104,1925-05-01,11.039,17.032,4.828,15.855
2105,1925-06-01,13.089,19.041,6.882999999999999,16.413
2106,1925-07-01,14.066,19.971,8.047,16.740000000000002
2107,1925-08-01,13.769,19.737,7.723999999999998,16.715999999999998
2108,1925-09-01,11.979,17.874000000000006,6.007999999999999,16.14
2109,1925-10-01,9.196,14.889,3.287,15.220999999999998
2110,1925-11-01,6.34,11.912,0.6459999999999999,14.418
2111,1925-12-01,4.398,10.011,-1.4700000000000002,13.897
2112,1926-01-01,3.4530000000000003,8.785,-2.2220000000000004,13.739
2113,1926-02-01,3.717,9.503,-2.307,13.842
2114,1926-03-01,5.831,11.593,-0.234,14.536
2115,1926-04-01,8.193,14.095,2.006,15.214
2116,1926-05-01,10.931,16.688000000000002,4.806,15.932
2117,1926-06-01,13.285,19.214,7.0790000000000015,16.581
2118,1926-07-01,14.168,19.998,8.058,16.766000000000002
2119,1926-08-01,13.877,19.695,7.915999999999999,16.8
2120,1926-09-01,12.075,17.816000000000006,6.15,16.222
2121,1926-10-01,9.55,15.474,3.6010000000000004,15.372
2122,1926-11-01,6.3,11.936,0.618,14.351
2123,1926-12-01,3.366,8.629999999999999,-2.248,13.538
2124,1927-01-01,2.372,7.935,-3.5120000000000005,13.323
2125,1927-02-01,3.039,8.67,-2.866,13.65
