,State,Country,Year,Yearly Average Temperature
43326,South Dakota,United States,1969,6.870583333333333
43327,Stavropol',Russia,1969,8.617583333333334
43328,Sverdlovsk,Russia,1969,-2.2796666666666674
43329,Tambov,Russia,1969,3.2816666666666663
43330,Tamil Nadu,India,1969,27.1425
43331,Tasmania,Australia,1969,10.999
43332,Tatarstan,Russia,1969,0.661999999999999
43333,Taymyr,Russia,1969,-14.01525
43334,Tennessee,United States,1969,13.657333333333334
43335,Texas,United States,1969,18.273666666666667
43336,Tianjin,China,1969,10.393916666666668
43337,Tocantins,Brazil,1969,26.389833333333332
43338,Tomsk,Russia,1969,-3.5429166666666667
43339,Tripura,India,1969,25.14016666666667
43340,Tula,Russia,1969,2.853166666666666
43341,Tuva,Russia,1969,-7.767166666666667
43342,Tver',Russia,1969,2.0886666666666667
43343,Tyumen',Russia,1969,-2.438416666666667
43344,Udmurt,Russia,1969,-0.5409166666666668
43345,Ul'Yanovsk,Russia,1969,1.6043333333333332
43346,Ust Orda Buryat,Russia,1969,-4.320666666666666
43347,Utah,United States,1969,8.74725
43348,Uttar Pradesh,India,1969,25.268
43349,Uttaranchal,India,1969,15.162500000000001
43350,Vermont,United States,1969,5.980250000000001
43351,Victoria,Australia,1969,13.988833333333334
43352,Virginia,United States,1969,12.4535
43353,Vladimir,Russia,1969,1.9246666666666672
43354,Volgograd,Russia,1969,5.505583333333334
43355,Vologda,Russia,1969,0.0628333333333333
43356,Voronezh,Russia,1969,4.802416666666667
43357,Washington,United States,1969,7.471
43358,West Bengal,India,1969,25.46775
43359,West Virginia,United States,1969,10.644666666666668
43360,Western Australia,Australia,1969,22.635416666666668
43361,Wisconsin,United States,1969,6.048333333333335
43362,Wyoming,United States,1969,5.4822500000000005
43363,Xinjiang Uygur,China,1969,4.91525
43364,Xizang,China,1969,-2.2495
43365,Yamal Nenets,Russia,1969,-8.888583333333335
43366,Yaroslavl',Russia,1969,1.05725
43367,Yevrey,Russia,1969,-1.727000000000001
43368,Yukon,Canada,1969,-7.264166666666667
43369,Yunnan,China,1969,16.15175
43370,Zhejiang,China,1969,16.219333333333335
43371,Acre,Brazil,1970,26.161333333333335
43372,Adygey,Russia,1970,10.902666666666667
43373,Aga Buryat,Russia,1970,-2.5060000000000007
43374,Alabama,United States,1970,17.08275
43375,Alagoas,Brazil,1970,24.873583333333332
43376,Alaska,United States,1970,-5.0112499999999995
43377,Alberta,Canada,1970,-0.17558333333333329
43378,Altay,Russia,1970,1.1256666666666666
43379,Amazonas,Brazil,1970,26.59025
43380,Amur,Russia,1970,-5.368250000000001
43381,Andaman And Nicobar,India,1970,27.668583333333334
43382,Andhra Pradesh,India,1970,27.086833333333335
43383,Anhui,China,1970,15.09525
43384,Arizona,United States,1970,15.191083333333333
43385,Arkansas,United States,1970,15.614166666666668
43386,Arkhangel'Sk,Russia,1970,-1.5633333333333337
43387,Arunachal Pradesh,India,1970,13.918
43388,Assam,India,1970,22.109333333333336
43389,Astrakhan',Russia,1970,9.70175
43390,Australian Capital Territory,Australia,1970,11.108416666666665
43391,Bahia,Brazil,1970,24.346333333333334
43392,Bashkortostan,Russia,1970,2.07
43393,Beijing,China,1970,8.727916666666667
43394,Belgorod,Russia,1970,6.87925
43395,Bihar,India,1970,24.810666666666666
43396,British Columbia,Canada,1970,0.14541666666666675
43397,Bryansk,Russia,1970,5.903666666666666
43398,Buryat,Russia,1970,-6.472916666666667
43399,California,United States,1970,14.492166666666668
43400,Chandigarh,India,1970,13.723333333333334
43401,Chechnya,Russia,1970,9.354083333333334
43402,Chelyabinsk,Russia,1970,1.9015833333333332
43403,Chhattisgarh,India,1970,25.711166666666667
43404,Chita,Russia,1970,-5.9944999999999995
43405,Chongqing,China,1970,15.73225
43406,Chukot,Russia,1970,-10.599416666666666
43407,Chuvash,Russia,1970,3.511416666666667
43408,City Of St. Petersburg,Russia,1970,3.8022500000000004
43409,Colorado,United States,1970,6.946750000000001
43410,Connecticut,United States,1970,9.32025
43411,Dadra And Nagar Haveli,India,1970,25.0615
43412,Dagestan,Russia,1970,10.831666666666665
43413,Daman And Diu,India,1970,26.365583333333333
43414,Delaware,United States,1970,12.167
43415,Delhi,India,1970,25.38716666666667
43416,District Of Columbia,United States,1970,12.285916666666667
43417,Distrito Federal,Brazil,1970,22.178083333333333
43418,Evenk,Russia,1970,-10.88425
43419,Florida,United States,1970,21.327833333333334
43420,Fujian,China,1970,18.598333333333333
43421,Gansu,China,1970,5.047416666666667
43422,Georgia (State),United States,1970,17.601000000000003
43423,Goa,India,1970,25.7865
43424,Gorno Altay,Russia,1970,-4.524
43425,Guangdong,China,1970,21.017583333333334
43426,Guangxi,China,1970,19.94666666666667
43427,Guizhou,China,1970,15.176499999999999
43428,Gujarat,India,1970,26.4725
43429,Hainan,China,1970,24.517750000000003
43430,Haryana,India,1970,24.539833333333334
43431,Hawaii,United States,1970,22.459833333333336
43432,Hebei,China,1970,8.839
43433,Heilongjiang,China,1970,0.9485000000000001
43434,Henan,China,1970,13.807250000000002
43435,Himachal Pradesh,India,1970,9.512666666666666
43436,Hubei,China,1970,15.427750000000001
43437,Hunan,China,1970,16.444916666666668
43438,Idaho,United States,1970,5.519666666666667
43439,Illinois,United States,1970,11.053083333333333
43440,Indiana,United States,1970,11.10975
43441,Ingush,Russia,1970,8.483416666666667
43442,Iowa,United States,1970,8.86275
43443,Irkutsk,Russia,1970,-5.715083333333333
43444,Ivanovo,Russia,1970,3.5654166666666676
43445,Jammu And Kashmir,India,1970,3.770916666666667
43446,Jharkhand,India,1970,25.1935
43447,Jiangsu,China,1970,14.6325
43448,Jiangxi,China,1970,17.28558333333333
43449,Jilin,China,1970,4.015583333333334
43450,Kabardin Balkar,Russia,1970,8.406333333333334
43451,Kaliningrad,Russia,1970,5.815416666666668
43452,Kalmyk,Russia,1970,10.280583333333334
43453,Kaluga,Russia,1970,4.815666666666667
43454,Kamchatka,Russia,1970,-1.8719166666666667
43455,Kansas,United States,1970,12.485000000000001
43456,Karachay Cherkess,Russia,1970,9.303166666666668
43457,Karelia,Russia,1970,1.2695
43458,Karnataka,India,1970,25.607249999999997
43459,Kemerovo,Russia,1970,-0.8202499999999993
43460,Kentucky,United States,1970,13.200083333333334
43461,Kerala,India,1970,26.52025
43462,Khabarovsk,Russia,1970,-6.379833333333334
43463,Khakass,Russia,1970,-2.8910000000000005
43464,Khanty Mansiy,Russia,1970,-3.379083333333334
43465,Kirov,Russia,1970,1.9451666666666665
43466,Komi,Russia,1970,-1.9448333333333334
43467,Komi Permyak,Russia,1970,1.03775
43468,Koryak,Russia,1970,-5.29175
43469,Kostroma,Russia,1970,2.5637499999999998
43470,Krasnodar,Russia,1970,11.215666666666666
43471,Krasnoyarsk,Russia,1970,-4.696749999999999
43472,Kurgan,Russia,1970,1.7575833333333335
43473,Kursk,Russia,1970,6.109500000000001
43474,Leningrad,Russia,1970,3.3233333333333337
43475,Liaoning,China,1970,7.356166666666667
43476,Lipetsk,Russia,1970,5.506166666666666
43477,Louisiana,United States,1970,18.89775
43478,Madhya Pradesh,India,1970,25.3955
43479,Maga Buryatdan,Russia,1970,-11.095166666666666
43480,Maharashtra,India,1970,26.019499999999997
43481,Maine,United States,1970,4.713666666666668
43482,Manipur,India,1970,21.425833333333333
43483,Manitoba,Canada,1970,-3.0185
43484,Mariy El,Russia,1970,2.9311666666666665
43485,Maryland,United States,1970,12.479916666666668
43486,Massachusetts,United States,1970,7.959916666666667
43487,Mato Grosso,Brazil,1970,26.12766666666667
43488,Mato Grosso Do Sul,Brazil,1970,23.975916666666667
43489,Meghalaya,India,1970,23.781000000000002
43490,Michigan,United States,1970,6.865583333333333
43491,Minas Gerais,Brazil,1970,22.213916666666666
43492,Minnesota,United States,1970,4.4230833333333335
43493,Mississippi,United States,1970,17.485083333333332
43494,Missouri,United States,1970,12.536333333333333
43495,Mizoram,India,1970,23.605833333333333
43496,Montana,United States,1970,4.8790000000000004
43497,Mordovia,Russia,1970,3.970583333333334
43498,Moscow City,Russia,1970,4.269666666666667
43499,Moskva,Russia,1970,4.242583333333333
43500,Murmansk,Russia,1970,-0.6799166666666666
43501,Nagaland,India,1970,21.588166666666666
43502,Nebraska,United States,1970,9.333916666666667
43503,Nei Mongol,China,1970,3.0271666666666674
43504,Nenets,Russia,1970,-4.574916666666667
43505,Nevada,United States,1970,9.791416666666667
43506,New Brunswick,Canada,1970,4.056166666666667
43507,New Hampshire,United States,1970,5.987583333333333
43508,New Jersey,United States,1970,10.883166666666668
43509,New Mexico,United States,1970,11.682583333333334
43510,New South Wales,Australia,1970,16.816833333333335
43511,New York,United States,1970,7.453583333333334
43512,Newfoundland And Labrador,Canada,1970,-1.3377499999999998
43513,Ningxia Hui,China,1970,7.322416666666666
43514,Nizhegorod,Russia,1970,3.510333333333333
43515,North Carolina,United States,1970,15.084000000000001
43516,North Dakota,United States,1970,3.8198333333333334
43517,North Ossetia,Russia,1970,7.691083333333332
43518,Northern Territory,Australia,1970,25.1695
43519,Northwest Territories,Canada,1970,-9.369083333333334
43520,Nova Scotia,Canada,1970,5.90925
43521,Novgorod,Russia,1970,3.686583333333333
43522,Novosibirsk,Russia,1970,-0.14533333333333273
43523,Nunavut,Canada,1970,-13.807416666666667
43524,Ohio,United States,1970,10.783583333333334
43525,Oklahoma,United States,1970,15.455416666666666
43526,Omsk,Russia,1970,-0.009583333333332908
43527,Ontario,Canada,1970,0.1993333333333327
43528,Oregon,United States,1970,8.302583333333333
43529,Orel,Russia,1970,5.484333333333333
43530,Orenburg,Russia,1970,3.3848333333333334
43531,Orissa,India,1970,26.097333333333335
43532,Pennsylvania,United States,1970,9.525166666666665
43533,Penza,Russia,1970,4.305416666666667
43534,Perm',Russia,1970,0.5584166666666669
43535,Pernambuco,Brazil,1970,25.613333333333333
43536,Primor'Ye,Russia,1970,1.6580833333333338
43537,Prince Edward Island,Canada,1970,5.221166666666666
43538,Pskov,Russia,1970,4.28325
43539,Puducherry,India,1970,27.366833333333332
43540,Punjab,India,1970,23.715833333333336
43541,Qinghai,China,1970,-2.1950833333333333
43542,Queensland,Australia,1970,23.12275
43543,Rajasthan,India,1970,26.00508333333333
43544,Rhode Island,United States,1970,9.280583333333333
43545,Rio De Janeiro,Brazil,1970,22.22866666666667
43546,Rio Grande Do Norte,Brazil,1970,27.286833333333334
43547,Rio Grande Do Sul,Brazil,1970,19.212333333333333
43548,Roraima,Brazil,1970,26.214166666666667
43549,Rostov,Russia,1970,9.16925
43550,Ryazan',Russia,1970,4.556333333333334
43551,Sakha,Russia,1970,-13.026833333333334
43552,Sakhalin,Russia,1970,-0.28974999999999973
43553,Samara,Russia,1970,3.7574166666666673
43554,Santa Catarina,Brazil,1970,18.684833333333334
43555,Saratov,Russia,1970,5.1812499999999995
43556,Saskatchewan,Canada,1970,-0.9608333333333334
43557,Sergipe,Brazil,1970,25.53816666666667
43558,Shaanxi,China,1970,10.506416666666667
43559,Shandong,China,1970,12.666416666666668
43560,Shanghai,China,1970,15.704666666666668
43561,Shanxi,China,1970,8.612666666666668
43562,Sichuan,China,1970,7.972666666666668
43563,Sikkim,India,1970,3.4144166666666664
43564,Smolensk,Russia,1970,4.635333333333334
43565,South Australia,Australia,1970,18.965666666666667
43566,South Carolina,United States,1970,17.23975
43567,South Dakota,United States,1970,6.883833333333333
43568,Stavropol',Russia,1970,10.184916666666668
43569,Sverdlovsk,Russia,1970,0.5077499999999998
43570,Tambov,Russia,1970,5.222583333333334
43571,Tamil Nadu,India,1970,26.852333333333334
43572,Tasmania,Australia,1970,10.814333333333332
43573,Tatarstan,Russia,1970,3.003833333333334
43574,Taymyr,Russia,1970,-14.410666666666666
43575,Tennessee,United States,1970,14.17675
43576,Texas,United States,1970,17.837833333333332
43577,Tianjin,China,1970,11.029583333333333
43578,Tocantins,Brazil,1970,26.448166666666665
43579,Tomsk,Russia,1970,-2.119166666666666
43580,Tripura,India,1970,25.120666666666665
43581,Tula,Russia,1970,4.834833333333334
43582,Tuva,Russia,1970,-7.108666666666667
43583,Tver',Russia,1970,3.763833333333333
43584,Tyumen',Russia,1970,-0.05258333333333365
43585,Udmurt,Russia,1970,2.071416666666667
43586,Ul'Yanovsk,Russia,1970,3.6093333333333337
43587,Ust Orda Buryat,Russia,1970,-3.4555833333333337
43588,Utah,United States,1970,8.442583333333333
43589,Uttar Pradesh,India,1970,24.837833333333332
43590,Uttaranchal,India,1970,14.973583333333332
43591,Vermont,United States,1970,5.716583333333333
43592,Victoria,Australia,1970,13.717333333333334
43593,Virginia,United States,1970,13.166083333333333
43594,Vladimir,Russia,1970,4.050666666666667
43595,Volgograd,Russia,1970,7.368666666666667
43596,Vologda,Russia,1970,2.285583333333333
43597,Voronezh,Russia,1970,6.694333333333334
43598,Washington,United States,1970,7.699583333333333
43599,West Bengal,India,1970,25.24908333333333
43600,West Virginia,United States,1970,11.438416666666667
43601,Western Australia,Australia,1970,22.80666666666667
43602,Wisconsin,United States,1970,6.2484166666666665
43603,Wyoming,United States,1970,5.083166666666666
43604,Xinjiang Uygur,China,1970,5.261916666666667
43605,Xizang,China,1970,-2.58575
43606,Yamal Nenets,Russia,1970,-8.57025
43607,Yaroslavl',Russia,1970,3.2054999999999993
43608,Yevrey,Russia,1970,0.09974999999999994
43609,Yukon,Canada,1970,-7.15325
43610,Yunnan,China,1970,15.788833333333335
43611,Zhejiang,China,1970,16.286333333333335
43612,Acre,Brazil,1971,25.800583333333336
43613,Adygey,Russia,1971,10.923666666666668
43614,Aga Buryat,Russia,1971,-1.6029999999999998
43615,Alabama,United States,1971,17.425416666666667
43616,Alagoas,Brazil,1971,24.886333333333337
43617,Alaska,United States,1971,-6.615166666666667
43618,Alberta,Canada,1971,-0.12525
43619,Altay,Russia,1971,2.0926666666666667
43620,Amazonas,Brazil,1971,25.967916666666667
43621,Amur,Russia,1971,-4.37225
43622,Andaman And Nicobar,India,1971,27.281166666666667
43623,Andhra Pradesh,India,1971,26.844416666666664
43624,Anhui,China,1971,15.352500000000001
43625,Arizona,United States,1971,14.771749999999999
43626,Arkansas,United States,1971,16.09375
43627,Arkhangel'Sk,Russia,1971,-2.7463333333333337
43628,Arunachal Pradesh,India,1971,13.831083333333334
43629,Assam,India,1971,21.872833333333332
43630,Astrakhan',Russia,1971,9.936666666666667
43631,Australian Capital Territory,Australia,1971,11.255583333333334
43632,Bahia,Brazil,1971,24.248166666666666
43633,Bashkortostan,Russia,1971,2.7849166666666663
43634,Beijing,China,1971,9.046
43635,Belgorod,Russia,1971,7.067083333333334
43636,Bihar,India,1971,23.89991666666667
43637,British Columbia,Canada,1971,-0.2999166666666664
43638,Bryansk,Russia,1971,5.958833333333332
43639,Buryat,Russia,1971,-5.541416666666667
43640,California,United States,1971,13.636249999999999
43641,Chandigarh,India,1971,13.38425
43642,Chechnya,Russia,1971,9.3635
43643,Chelyabinsk,Russia,1971,2.6052499999999994
43644,Chhattisgarh,India,1971,24.921083333333332
43645,Chita,Russia,1971,-4.995916666666667
43646,Chongqing,China,1971,15.9685
43647,Chukot,Russia,1971,-11.667916666666665
43648,Chuvash,Russia,1971,4.161666666666666
43649,City Of St. Petersburg,Russia,1971,4.171333333333333
43650,Colorado,United States,1971,6.791416666666667
43651,Connecticut,United States,1971,9.544916666666667
43652,Dadra And Nagar Haveli,India,1971,24.88083333333333
43653,Dagestan,Russia,1971,10.885916666666667
43654,Daman And Diu,India,1971,26.260833333333334
43655,Delaware,United States,1971,12.446583333333335
43656,Delhi,India,1971,24.80666666666667
43657,District Of Columbia,United States,1971,12.4315
43658,Distrito Federal,Brazil,1971,21.82375
43659,Evenk,Russia,1971,-9.646833333333333
43660,Florida,United States,1971,21.892916666666668
43661,Fujian,China,1971,18.752583333333334
43662,Gansu,China,1971,5.659583333333333
43663,Georgia (State),United States,1971,17.879833333333334
43664,Goa,India,1971,25.748166666666666
43665,Gorno Altay,Russia,1971,-3.6414166666666663
43666,Guangdong,China,1971,21.08175
43667,Guangxi,China,1971,20.0085
43668,Guizhou,China,1971,15.352583333333333
43669,Gujarat,India,1971,26.325999999999997
43670,Hainan,China,1971,24.009249999999998
43671,Haryana,India,1971,24.103416666666664
43672,Hawaii,United States,1971,22.200666666666667
43673,Hebei,China,1971,9.097666666666667
43674,Heilongjiang,China,1971,1.501083333333333
43675,Henan,China,1971,13.859416666666668
43676,Himachal Pradesh,India,1971,9.204833333333333
43677,Hubei,China,1971,15.457916666666668
43678,Hunan,China,1971,16.64525
43679,Idaho,United States,1971,5.1405
43680,Illinois,United States,1971,11.564749999999998
43681,Indiana,United States,1971,11.443916666666667
43682,Ingush,Russia,1971,8.4505
43683,Iowa,United States,1971,9.137083333333335
43684,Irkutsk,Russia,1971,-4.773750000000001
43685,Ivanovo,Russia,1971,3.704500000000001
43686,Jammu And Kashmir,India,1971,3.599
43687,Jharkhand,India,1971,24.185000000000002
43688,Jiangsu,China,1971,14.934916666666666
43689,Jiangxi,China,1971,17.550916666666666
43690,Jilin,China,1971,4.297666666666667
43691,Kabardin Balkar,Russia,1971,8.333333333333334
43692,Kaliningrad,Russia,1971,7.283166666666666
43693,Kalmyk,Russia,1971,10.450583333333334
43694,Kaluga,Russia,1971,4.837583333333334
43695,Kamchatka,Russia,1971,-2.465083333333333
43696,Kansas,United States,1971,12.402416666666667
43697,Karachay Cherkess,Russia,1971,9.35025
43698,Karelia,Russia,1971,0.5137500000000003
43699,Karnataka,India,1971,25.536583333333336
43700,Kemerovo,Russia,1971,0.20000000000000032
43701,Kentucky,United States,1971,13.424916666666666
43702,Kerala,India,1971,26.20358333333333
43703,Khabarovsk,Russia,1971,-5.72225
43704,Khakass,Russia,1971,-2.0067500000000003
43705,Khanty Mansiy,Russia,1971,-2.8080833333333337
43706,Kirov,Russia,1971,1.6213333333333335
43707,Komi,Russia,1971,-3.1598333333333337
43708,Komi Permyak,Russia,1971,0.46558333333333346
43709,Koryak,Russia,1971,-6.49275
43710,Kostroma,Russia,1971,2.363916666666667
43711,Krasnodar,Russia,1971,11.291916666666665
43712,Krasnoyarsk,Russia,1971,-3.651833333333333
43713,Kurgan,Russia,1971,2.54325
43714,Kursk,Russia,1971,6.2426666666666675
43715,Leningrad,Russia,1971,3.4119999999999995
43716,Liaoning,China,1971,7.552083333333333
43717,Lipetsk,Russia,1971,5.752416666666666
43718,Louisiana,United States,1971,19.53575
43719,Madhya Pradesh,India,1971,24.73875
43720,Maga Buryatdan,Russia,1971,-11.028083333333333
43721,Maharashtra,India,1971,25.734333333333336
43722,Maine,United States,1971,4.712583333333334
43723,Manipur,India,1971,21.135916666666667
43724,Manitoba,Canada,1971,-2.1405833333333333
43725,Mariy El,Russia,1971,3.2546666666666666
43726,Maryland,United States,1971,12.67375
43727,Massachusetts,United States,1971,8.094
43728,Mato Grosso,Brazil,1971,25.166083333333333
43729,Mato Grosso Do Sul,Brazil,1971,23.334083333333336
43730,Meghalaya,India,1971,23.403333333333332
43731,Michigan,United States,1971,7.045916666666667
43732,Minas Gerais,Brazil,1971,21.94258333333333
43733,Minnesota,United States,1971,4.698083333333333
43734,Mississippi,United States,1971,17.942833333333333
43735,Missouri,United States,1971,12.951166666666667
43736,Mizoram,India,1971,23.255583333333334
43737,Montana,United States,1971,4.897833333333334
43738,Mordovia,Russia,1971,4.623500000000001
43739,Moscow City,Russia,1971,4.368666666666667
43740,Moskva,Russia,1971,4.369666666666666
43741,Murmansk,Russia,1971,-2.40575
43742,Nagaland,India,1971,21.39316666666667
43743,Nebraska,United States,1971,9.215
43744,Nei Mongol,China,1971,3.439083333333334
43745,Nenets,Russia,1971,-5.704750000000001
43746,Nevada,United States,1971,9.270166666666666
43747,New Brunswick,Canada,1971,4.094166666666667
43748,New Hampshire,United States,1971,5.986000000000001
43749,New Jersey,United States,1971,11.144583333333332
43750,New Mexico,United States,1971,11.639916666666666
43751,New South Wales,Australia,1971,16.976583333333334
43752,New York,United States,1971,7.591083333333333
43753,Newfoundland And Labrador,Canada,1971,-1.2674166666666666
43754,Ningxia Hui,China,1971,7.818666666666666
43755,Nizhegorod,Russia,1971,3.8549166666666665
43756,North Carolina,United States,1971,15.1905
43757,North Dakota,United States,1971,4.1985
43758,North Ossetia,Russia,1971,7.525583333333334
43759,Northern Territory,Australia,1971,25.237333333333336
43760,Northwest Territories,Canada,1971,-9.270333333333333
43761,Nova Scotia,Canada,1971,6.114666666666667
43762,Novgorod,Russia,1971,4.00725
43763,Novosibirsk,Russia,1971,0.9175000000000001
43764,Nunavut,Canada,1971,-13.20225
43765,Ohio,United States,1971,10.797916666666666
43766,Oklahoma,United States,1971,15.62325
43767,Omsk,Russia,1971,1.0477500000000002
43768,Ontario,Canada,1971,0.7226666666666669
43769,Oregon,United States,1971,7.804749999999999
43770,Orel,Russia,1971,5.5864166666666675
43771,Orenburg,Russia,1971,4.241499999999999
43772,Orissa,India,1971,25.221333333333334
43773,Pennsylvania,United States,1971,9.621916666666667
43774,Penza,Russia,1971,5.023916666666667
43775,Perm',Russia,1971,0.3595833333333334
43776,Pernambuco,Brazil,1971,25.469833333333337
43777,Primor'Ye,Russia,1971,2.0269166666666663
43778,Prince Edward Island,Canada,1971,5.462166666666666
43779,Pskov,Russia,1971,5.067166666666666
43780,Puducherry,India,1971,27.122666666666664
43781,Punjab,India,1971,23.40516666666667
43782,Qinghai,China,1971,-1.7109166666666666
43783,Queensland,Australia,1971,22.936083333333332
43784,Rajasthan,India,1971,25.669333333333338
43785,Rhode Island,United States,1971,9.501
43786,Rio De Janeiro,Brazil,1971,22.114333333333335
43787,Rio Grande Do Norte,Brazil,1971,26.943
43788,Rio Grande Do Sul,Brazil,1971,18.686249999999998
43789,Roraima,Brazil,1971,25.393583333333336
43790,Rostov,Russia,1971,9.3085
43791,Ryazan',Russia,1971,4.863666666666667
43792,Sakha,Russia,1971,-11.841083333333335
43793,Sakhalin,Russia,1971,-0.0011666666666666121
43794,Samara,Russia,1971,4.539583333333334
43795,Santa Catarina,Brazil,1971,18.288083333333333
43796,Saratov,Russia,1971,5.903583333333334
43797,Saskatchewan,Canada,1971,-0.4531666666666669
43798,Sergipe,Brazil,1971,25.593999999999998
43799,Shaanxi,China,1971,10.6655
43800,Shandong,China,1971,12.819749999999999
43801,Shanghai,China,1971,16.094
43802,Shanxi,China,1971,8.797166666666667
43803,Sichuan,China,1971,8.082916666666668
43804,Sikkim,India,1971,2.982416666666667
43805,Smolensk,Russia,1971,4.837500000000001
43806,South Australia,Australia,1971,19.217166666666667
43807,South Carolina,United States,1971,17.354916666666664
43808,South Dakota,United States,1971,6.93525
43809,Stavropol',Russia,1971,10.308416666666668
43810,Sverdlovsk,Russia,1971,0.5578333333333334
43811,Tambov,Russia,1971,5.713333333333334
43812,Tamil Nadu,India,1971,26.545083333333334
43813,Tasmania,Australia,1971,11.307083333333333
43814,Tatarstan,Russia,1971,3.622666666666666
43815,Taymyr,Russia,1971,-12.925833333333335
43816,Tennessee,United States,1971,14.476166666666666
43817,Texas,United States,1971,18.493666666666666
43818,Tianjin,China,1971,11.413666666666666
43819,Tocantins,Brazil,1971,25.727999999999998
43820,Tomsk,Russia,1971,-0.886166666666667
43821,Tripura,India,1971,24.657916666666665
43822,Tula,Russia,1971,4.8925833333333335
43823,Tuva,Russia,1971,-6.230416666666667
43824,Tver',Russia,1971,3.9674166666666664
43825,Tyumen',Russia,1971,0.8401666666666667
43826,Udmurt,Russia,1971,2.21525
43827,Ul'Yanovsk,Russia,1971,4.422499999999999
43828,Ust Orda Buryat,Russia,1971,-2.7223333333333333
43829,Utah,United States,1971,7.978833333333333
43830,Uttar Pradesh,India,1971,24.049083333333332
43831,Uttaranchal,India,1971,14.477166666666667
43832,Vermont,United States,1971,5.7268333333333326
43833,Victoria,Australia,1971,14.152583333333332
43834,Virginia,United States,1971,13.24575
43835,Vladimir,Russia,1971,4.268583333333333
43836,Volgograd,Russia,1971,7.764666666666667
43837,Vologda,Russia,1971,1.6995833333333328
43838,Voronezh,Russia,1971,6.97975
43839,Washington,United States,1971,7.368666666666667
43840,West Bengal,India,1971,24.46925
43841,West Virginia,United States,1971,11.358416666666669
43842,Western Australia,Australia,1971,22.323916666666666
43843,Wisconsin,United States,1971,6.2571666666666665
43844,Wyoming,United States,1971,4.846333333333333
43845,Xinjiang Uygur,China,1971,5.859083333333333
43846,Xizang,China,1971,-2.685083333333333
43847,Yamal Nenets,Russia,1971,-7.808583333333334
43848,Yaroslavl',Russia,1971,3.1740833333333334
43849,Yevrey,Russia,1971,0.534416666666667
43850,Yukon,Canada,1971,-8.593833333333334
43851,Yunnan,China,1971,15.405416666666667
43852,Zhejiang,China,1971,16.610666666666667
43853,Acre,Brazil,1972,26.164
43854,Adygey,Russia,1972,10.327250000000001
43855,Aga Buryat,Russia,1972,-2.7757500000000004
43856,Alabama,United States,1972,17.543583333333334
43857,Alagoas,Brazil,1972,25.16
43858,Alaska,United States,1972,-5.839083333333332
43859,Alberta,Canada,1972,-1.3504166666666666
43860,Altay,Russia,1972,0.8413333333333332
43861,Amazonas,Brazil,1972,26.394000000000002
43862,Amur,Russia,1972,-5.873250000000001
43863,Andaman And Nicobar,India,1972,27.432916666666667
43864,Andhra Pradesh,India,1972,27.802166666666665
43865,Anhui,China,1972,14.983583333333334
43866,Arizona,United States,1972,15.545833333333334
43867,Arkansas,United States,1972,15.828333333333333
43868,Arkhangel'Sk,Russia,1972,-0.9999166666666665
43869,Arunachal Pradesh,India,1972,14.218416666666668
43870,Assam,India,1972,22.174833333333336
43871,Astrakhan',Russia,1972,9.310500000000001
43872,Australian Capital Territory,Australia,1972,11.707
43873,Bahia,Brazil,1972,24.671083333333332
43874,Bashkortostan,Russia,1972,1.647833333333333
43875,Beijing,China,1972,9.25275
43876,Belgorod,Russia,1972,7.276833333333333
43877,Bihar,India,1972,24.75225
43878,British Columbia,Canada,1972,-1.0154999999999998
43879,Bryansk,Russia,1972,6.645666666666666
43880,Buryat,Russia,1972,-6.5889999999999995
43881,California,United States,1972,14.213583333333332
43882,Chandigarh,India,1972,13.502083333333333
43883,Chechnya,Russia,1972,8.356583333333333
43884,Chelyabinsk,Russia,1972,1.0838333333333334
43885,Chhattisgarh,India,1972,26.161833333333334
43886,Chita,Russia,1972,-6.594666666666668
43887,Chongqing,China,1972,15.990666666666668
43888,Chukot,Russia,1972,-10.807
43889,Chuvash,Russia,1972,4.3613333333333335
43890,City Of St. Petersburg,Russia,1972,5.273999999999999
43891,Colorado,United States,1972,7.062916666666666
43892,Connecticut,United States,1972,8.993333333333334
43893,Dadra And Nagar Haveli,India,1972,25.533833333333334
43894,Dagestan,Russia,1972,9.78725
43895,Daman And Diu,India,1972,26.695666666666668
43896,Delaware,United States,1972,11.87625
43897,Delhi,India,1972,25.4235
43898,District Of Columbia,United States,1972,11.894750000000002
43899,Distrito Federal,Brazil,1972,22.30916666666667
43900,Evenk,Russia,1972,-11.649583333333334
43901,Florida,United States,1972,22.203916666666668
43902,Fujian,China,1972,18.83425
43903,Gansu,China,1972,5.636666666666667
43904,Georgia (State),United States,1972,17.976000000000003
43905,Goa,India,1972,26.37108333333333
43906,Gorno Altay,Russia,1972,-4.118833333333334
43907,Guangdong,China,1972,21.277916666666666
43908,Guangxi,China,1972,20.364083333333333
43909,Guizhou,China,1972,15.589833333333333
43910,Gujarat,India,1972,26.617166666666666
43911,Hainan,China,1972,24.53633333333333
43912,Haryana,India,1972,24.43216666666667
43913,Hawaii,United States,1972,22.227166666666665
43914,Hebei,China,1972,9.268166666666668
43915,Heilongjiang,China,1972,0.6408333333333328
43916,Henan,China,1972,13.726916666666668
43917,Himachal Pradesh,India,1972,9.17925
43918,Hubei,China,1972,15.470666666666666
43919,Hunan,China,1972,16.750333333333334
43920,Idaho,United States,1972,5.33875
