Country,Year,Yearly Average Temperature
Guinea Bissau,1968,26.654333333333337
Guyana,1968,25.907583333333335
Haiti,1968,26.5325
Heard Island And Mcdonald Islands,1968,2.781166666666666
Honduras,1968,24.5855
Hong Kong,1968,22.820083333333333
Hungary,1968,10.220583333333334
Iceland,1968,0.8940000000000001
India,1968,23.86475
Indonesia,1968,25.951083333333333
Iran,1968,17.54825
Iraq,1968,22.015583333333336
Ireland,1968,9.588833333333334
Isle Of Man,1968,9.450583333333332
Israel,1968,19.983416666666667
Italy,1968,12.84525
Jamaica,1968,26.1945
Japan,1968,12.190416666666666
Jersey,1968,10.990166666666667
Jordan,1968,19.691166666666668
Kazakhstan,1968,5.3919999999999995
Kenya,1968,23.579666666666668
Kingman Reef,1968,27.442916666666665
Kiribati,1968,26.856333333333335
Kuwait,1968,25.329833333333337
Kyrgyzstan,1968,3.5055833333333326
Laos,1968,23.847250000000003
Latvia,1968,5.180833333333333
Lebanon,1968,18.078583333333334
Lesotho,1968,13.540583333333332
Liberia,1968,25.524916666666666
Libya,1968,22.465166666666665
Liechtenstein,1968,4.679749999999999
Lithuania,1968,5.9075
Luxembourg,1968,9.081916666666666
Macau,1968,22.605666666666668
Macedonia,1968,10.766416666666666
Madagascar,1968,22.485500000000002
Malawi,1968,21.240333333333336
Malaysia,1968,26.08475
Mali,1968,28.53991666666667
Malta,1968,18.689416666666666
Martinique,1968,26.133499999999998
Mauritania,1968,27.58
Mauritius,1968,23.197666666666667
Mayotte,1968,26.067333333333334
Mexico,1968,20.316083333333335
Moldova,1968,9.478166666666667
Monaco,1968,9.046249999999999
Mongolia,1968,-0.9830000000000002
Montenegro,1968,10.461
Montserrat,1968,26.356083333333334
Morocco,1968,17.71825
Mozambique,1968,23.418499999999998
Namibia,1968,20.421166666666668
Nepal,1968,14.615083333333336
Netherlands,1968,9.549916666666666
Netherlands (Europe),1968,9.152000000000001
New Caledonia,1968,22.394499999999997
New Zealand,1968,10.511249999999999
Nicaragua,1968,25.778750000000002
Niger,1968,27.501083333333337
Nigeria,1968,26.804000000000002
Niue,1968,25.054583333333337
North America,1968,2.224833333333333
North Korea,1968,6.991333333333333
Northern Mariana Islands,1968,26.702416666666668
Norway,1968,-0.6878333333333332
Oceania,1968,21.31683333333333
Oman,1968,26.728166666666667
Pakistan,1968,20.341833333333334
Palau,1968,27.504
Palestina,1968,23.114583333333332
Palmyra Atoll,1968,27.47683333333333
Panama,1968,26.310000000000002
Papua New Guinea,1968,24.4845
Paraguay,1968,23.507333333333335
Peru,1968,19.952666666666666
Philippines,1968,26.71375
Poland,1968,7.925916666666667
Portugal,1968,14.927916666666667
Puerto Rico,1968,25.419
Qatar,1968,26.698333333333334
Reunion,1968,23.0415
Romania,1968,9.416583333333334
Russia,1968,-5.5895833333333345
Rwanda,1968,19.0575
Saint Barthélemy,1968,26.608583333333332
Saint Kitts And Nevis,1968,25.84391666666667
Saint Lucia,1968,26.68675
Saint Martin,1968,26.608583333333332
Saint Pierre And Miquelon,1968,4.714333333333333
Saint Vincent And The Grenadines,1968,26.815833333333334
Samoa,1968,26.239333333333335
San Marino,1968,13.913583333333333
Sao Tome And Principe,1968,25.86883333333333
Saudi Arabia,1968,25.426333333333332
Senegal,1968,27.80275
Serbia,1968,10.440583333333333
Seychelles,1968,26.655333333333335
Sierra Leone,1968,26.16616666666667
Singapore,1968,26.745666666666665
Sint Maarten,1968,26.608583333333332
Slovakia,1968,7.958333333333333
Slovenia,1968,9.781166666666667
Solomon Islands,1968,26.544333333333338
Somalia,1968,26.60766666666667
South Africa,1968,17.043583333333334
South America,1968,21.91325
South Georgia And The South Sandwich Isla,1968,1.8782500000000002
South Korea,1968,11.956416666666668
Spain,1968,13.938833333333333
Sri Lanka,1968,27.135833333333334
Sudan,1968,26.8685
Suriname,1968,26.196833333333334
Svalbard And Jan Mayen,1968,-9.682666666666668
Swaziland,1968,18.7285
Sweden,1968,1.9126666666666667
Switzerland,1968,7.061916666666666
Syria,1968,18.28375
Taiwan,1968,21.724999999999998
Tajikistan,1968,4.148083333333333
Tanzania,1968,21.966333333333335
Thailand,1968,26.356083333333334
Timor Leste,1968,26.267333333333337
Togo,1968,26.84841666666667
Tonga,1968,23.411916666666666
Trinidad And Tobago,1968,26.084083333333336
Tunisia,1968,20.251
Turkey,1968,11.930166666666667
Turkmenistan,1968,15.132416666666666
Turks And Caicas Islands,1968,26.847083333333334
Uganda,1968,22.757500000000004
Ukraine,1968,8.091416666666666
United Arab Emirates,1968,27.46641666666667
United Kingdom,1968,8.565916666666666
United Kingdom (Europe),1968,8.686166666666667
United States,1968,8.55325
Uruguay,1968,17.609666666666666
Uzbekistan,1968,12.604333333333335
Venezuela,1968,25.084416666666666
Vietnam,1968,23.90341666666667
Virgin Islands,1968,26.323333333333334
Western Sahara,1968,22.27933333333333
Yemen,1968,26.104833333333332
Zambia,1968,21.247333333333334
Zimbabwe,1968,21.363166666666668
Åland,1968,5.172833333333333
Afghanistan,1969,13.805083333333334
Africa,1969,24.554833333333335
Albania,1969,12.802916666666667
Algeria,1969,23.458250000000003
American Samoa,1969,26.936583333333335
Andorra,1969,10.884833333333333
Angola,1969,22.1905
Anguilla,1969,27.04925
Antigua And Barbuda,1969,26.88191666666667
Argentina,1969,15.262833333333333
Armenia,1969,8.230833333333335
Aruba,1969,28.631
Asia,1969,6.889499999999999
Australia,1969,21.847583333333333
Austria,1969,6.000333333333334
Azerbaijan,1969,10.4565
Bahamas,1969,25.21258333333333
Bahrain,1969,26.585916666666666
Baker Island,1969,25.861583333333332
Bangladesh,1969,25.254333333333335
Barbados,1969,27.107416666666666
Belarus,1969,4.566916666666667
Belgium,1969,9.5505
Belize,1969,25.617666666666665
Benin,1969,27.574083333333334
Bhutan,1969,12.289916666666665
Bolivia,1969,21.754166666666666
"Bonaire, Saint Eustatius And Saba",1969,27.865
Bosnia And Herzegovina,1969,10.170083333333332
Botswana,1969,22.312083333333334
Brazil,1969,25.282750000000004
British Virgin Islands,1969,26.77525
Bulgaria,1969,10.3645
Burkina Faso,1969,28.732583333333334
Burma,1969,24.135499999999997
Burundi,1969,20.363416666666666
Cambodia,1969,27.265416666666667
Cameroon,1969,24.655
Canada,1969,-4.5023333333333335
Cape Verde,1969,24.966250000000002
Cayman Islands,1969,26.96258333333333
Central African Republic,1969,25.48466666666667
Chad,1969,27.898
Chile,1969,9.863333333333335
China,1969,6.4559999999999995
Christmas Island,1969,26.206916666666668
Colombia,1969,25.181083333333333
Comoros,1969,26.133499999999998
Congo,1969,24.6965
Congo (Democratic Republic Of The),1969,24.00491666666667
Costa Rica,1969,25.951000000000004
Croatia,1969,11.095083333333333
Cuba,1969,25.657833333333333
Curaçao,1969,28.087500000000002
Cyprus,1969,19.213166666666666
Czech Republic,1969,7.366416666666667
Côte D'Ivoire,1969,26.420416666666668
Denmark,1969,-17.867416666666667
Denmark (Europe),1969,7.632000000000001
Djibouti,1969,29.148333333333337
Dominica,1969,26.65516666666667
Dominican Republic,1969,26.094916666666666
Ecuador,1969,22.422083333333333
Egypt,1969,23.404416666666666
El Salvador,1969,25.361083333333337
Equatorial Guinea,1969,25.19125
Eritrea,1969,27.021833333333333
Estonia,1969,3.8089999999999997
Ethiopia,1969,23.187416666666667
Europe,1969,7.419666666666667
Falkland Islands (Islas Malvinas),1969,6.134666666666667
Faroe Islands,1969,6.336333333333333
Federated States Of Micronesia,1969,26.856833333333338
Fiji,1969,25.028499999999998
Finland,1969,0.5302500000000006
France,1969,12.8335
France (Europe),1969,10.34
French Guiana,1969,26.41508333333333
French Polynesia,1969,26.717333333333332
French Southern And Antarctic Lands,1969,4.708333333333333
Gabon,1969,24.503583333333335
Gambia,1969,28.33966666666667
Gaza Strip,1969,19.883583333333334
Georgia,1969,7.924916666666667
Germany,1969,7.913
Ghana,1969,27.125416666666666
Greece,1969,15.03875
Greenland,1969,-18.392083333333336
Grenada,1969,27.423416666666668
Guadeloupe,1969,26.795
Guam,1969,26.957916666666666
Guatemala,1969,23.73725
Guernsey,1969,11.1775
Guinea,1969,26.010583333333333
Guinea Bissau,1969,27.4335
Guyana,1969,26.70866666666667
Haiti,1969,26.791750000000004
Heard Island And Mcdonald Islands,1969,2.226
Honduras,1969,25.186916666666665
Hong Kong,1969,22.609416666666664
Hungary,1969,9.548833333333333
Iceland,1969,0.646833333333333
India,1969,24.501166666666666
Indonesia,1969,26.113083333333336
Iran,1969,17.522916666666667
Iraq,1969,22.39125
Ireland,1969,9.33275
Isle Of Man,1969,9.256833333333333
Israel,1969,20.335583333333336
Italy,1969,12.629583333333334
Jamaica,1969,26.542583333333337
Japan,1969,11.848999999999998
Jersey,1969,11.1775
Jordan,1969,20.136416666666666
Kazakhstan,1969,3.7237500000000003
Kenya,1969,24.278666666666666
Kingman Reef,1969,27.54816666666667
Kiribati,1969,27.221333333333334
Kuwait,1969,25.68241666666667
Kyrgyzstan,1969,2.3744166666666664
Laos,1969,24.125500000000002
Latvia,1969,4.181916666666667
Lebanon,1969,18.273
Lesotho,1969,14.3405
Liberia,1969,25.72583333333333
Libya,1969,23.13475
Liechtenstein,1969,4.421583333333333
Lithuania,1969,4.704583333333333
Luxembourg,1969,9.161833333333334
Macau,1969,22.34958333333333
Macedonia,1969,10.532
Madagascar,1969,23.40041666666667
Malawi,1969,21.777666666666665
Malaysia,1969,26.31758333333333
Mali,1969,29.15591666666667
Malta,1969,18.312583333333333
Martinique,1969,26.65516666666667
Mauritania,1969,28.13325
Mauritius,1969,24.105166666666666
Mayotte,1969,26.830166666666667
Mexico,1969,20.958833333333335
Moldova,1969,8.200083333333334
Monaco,1969,8.678916666666666
Mongolia,1969,-1.5954166666666667
Montenegro,1969,10.163
Montserrat,1969,26.828999999999997
Morocco,1969,17.62183333333333
Mozambique,1969,24.004499999999997
Namibia,1969,20.837083333333336
Nepal,1969,15.399500000000002
Netherlands,1969,9.533583333333334
Netherlands (Europe),1969,9.123666666666667
New Caledonia,1969,22.736250000000002
New Zealand,1969,10.449333333333334
Nicaragua,1969,26.364166666666666
Niger,1969,28.49875
Nigeria,1969,27.21466666666667
Niue,1969,25.06775
North America,1969,2.475916666666667
North Korea,1969,6.123083333333334
Northern Mariana Islands,1969,26.957916666666666
Norway,1969,-0.14200000000000013
Oceania,1969,21.677833333333336
Oman,1969,27.386
Pakistan,1969,21.034166666666668
Palau,1969,27.496583333333334
Palestina,1969,23.4225
Palmyra Atoll,1969,27.57766666666667
Panama,1969,26.720166666666668
Papua New Guinea,1969,24.69775
Paraguay,1969,23.689333333333334
Peru,1969,20.588833333333334
Philippines,1969,27.018083333333333
Poland,1969,6.655833333333334
Portugal,1969,14.412999999999998
Puerto Rico,1969,25.995333333333335
Qatar,1969,27.49025
Reunion,1969,23.876333333333335
Romania,1969,8.43975
Russia,1969,-6.7660833333333334
Rwanda,1969,19.46575
Saint Barthélemy,1969,27.04925
Saint Kitts And Nevis,1969,26.312083333333334
Saint Lucia,1969,27.28025
Saint Martin,1969,27.04925
Saint Pierre And Miquelon,1969,5.719
Saint Vincent And The Grenadines,1969,27.42725
Samoa,1969,26.635166666666667
San Marino,1969,13.70875
Sao Tome And Principe,1969,26.039583333333336
Saudi Arabia,1969,26.199250000000003
Senegal,1969,28.709333333333333
Serbia,1969,9.765333333333334
Seychelles,1969,27.08758333333333
Sierra Leone,1969,26.43766666666667
Singapore,1969,27.062416666666667
Sint Maarten,1969,27.04925
Slovakia,1969,7.33475
Slovenia,1969,9.419916666666667
Solomon Islands,1969,26.86191666666667
Somalia,1969,27.125
South Africa,1969,17.772333333333332
South America,1969,22.406000000000002
South Georgia And The South Sandwich Isla,1969,1.611
South Korea,1969,11.448083333333335
Spain,1969,13.211333333333334
Sri Lanka,1969,27.414666666666665
Sudan,1969,27.700333333333333
Suriname,1969,26.99191666666667
Svalbard And Jan Mayen,1969,-8.002666666666668
Swaziland,1969,19.421166666666668
Sweden,1969,1.97025
Switzerland,1969,6.777583333333333
Syria,1969,18.5045
Taiwan,1969,22.091166666666666
Tajikistan,1969,3.3562499999999997
Tanzania,1969,22.684583333333336
Thailand,1969,26.57375
Timor Leste,1969,26.249583333333334
Togo,1969,27.234583333333333
Tonga,1969,22.956333333333333
Trinidad And Tobago,1969,26.83375
Tunisia,1969,19.99625
Turkey,1969,11.968916666666667
Turkmenistan,1969,13.504166666666668
Turks And Caicas Islands,1969,27.045916666666667
Uganda,1969,23.205333333333332
Ukraine,1969,6.782333333333334
United Arab Emirates,1969,28.266250000000003
United Kingdom,1969,8.467916666666667
United Kingdom (Europe),1969,8.610916666666666
United States,1969,8.770833333333334
Uruguay,1969,17.617583333333332
Uzbekistan,1969,11.158916666666668
Venezuela,1969,25.684749999999998
Vietnam,1969,24.200666666666667
Virgin Islands,1969,26.77525
Western Sahara,1969,22.746916666666667
Yemen,1969,26.6905
Zambia,1969,21.54341666666667
Zimbabwe,1969,21.345333333333333
Åland,1969,4.918416666666666
Afghanistan,1970,14.783083333333332
Africa,1970,24.321583333333336
Albania,1970,12.839666666666666
Algeria,1970,23.322833333333335
American Samoa,1970,26.760666666666665
Andorra,1970,11.376583333333334
Angola,1970,22.149833333333333
Anguilla,1970,26.91616666666667
Antigua And Barbuda,1970,26.738583333333334
Argentina,1970,15.195333333333332
Armenia,1970,9.846583333333333
Aruba,1970,28.369333333333334
Asia,1970,7.525666666666666
Australia,1970,21.775750000000002
Austria,1970,5.934833333333334
Azerbaijan,1970,12.26075
Bahamas,1970,25.038666666666668
Bahrain,1970,26.33458333333333
Baker Island,1970,25.732833333333335
Bangladesh,1970,25.186583333333335
Barbados,1970,26.76991666666667
Belarus,1970,5.764083333333333
Belgium,1970,9.498999999999999
Belize,1970,25.140833333333333
Benin,1970,27.524916666666666
Bhutan,1970,12.107166666666666
Bolivia,1970,21.51625
"Bonaire, Saint Eustatius And Saba",1970,27.590083333333336
Bosnia And Herzegovina,1970,10.4055
Botswana,1970,22.855833333333333
Brazil,1970,25.191083333333335
British Virgin Islands,1970,26.606583333333333
Bulgaria,1970,10.934583333333334
Burkina Faso,1970,28.50091666666667
Burma,1970,23.986083333333337
Burundi,1970,20.054916666666667
Cambodia,1970,27.008583333333334
Cameroon,1970,24.610416666666666
Canada,1970,-5.103166666666667
Cape Verde,1970,24.738416666666666
Cayman Islands,1970,26.736500000000003
Central African Republic,1970,25.42975
Chad,1970,27.020750000000003
Chile,1970,9.65375
China,1970,6.5681666666666665
Christmas Island,1970,26.001416666666668
Colombia,1970,24.931250000000002
Comoros,1970,25.91
Congo,1970,24.741083333333332
Congo (Democratic Republic Of The),1970,23.964583333333334
Costa Rica,1970,25.554000000000002
Croatia,1970,11.310666666666668
Cuba,1970,25.412166666666668
Curaçao,1970,27.80391666666667
Cyprus,1970,19.297916666666666
Czech Republic,1970,7.318416666666667
Côte D'Ivoire,1970,26.317916666666665
Denmark,1970,-18.2145
Denmark (Europe),1970,7.243333333333333
Djibouti,1970,28.989250000000002
Dominica,1970,26.423083333333334
Dominican Republic,1970,25.67833333333333
Ecuador,1970,21.961250000000003
Egypt,1970,22.70841666666667
El Salvador,1970,25.056
Equatorial Guinea,1970,25.19633333333333
Eritrea,1970,26.864500000000003
Estonia,1970,4.349749999999999
Ethiopia,1970,23.135583333333333
Europe,1970,7.7893333333333326
Falkland Islands (Islas Malvinas),1970,6.4435
Faroe Islands,1970,6.4105
Federated States Of Micronesia,1970,26.937583333333336
Fiji,1970,25.276416666666666
Finland,1970,1.1733333333333336
France,1970,12.89925
France (Europe),1970,10.465416666666666
French Guiana,1970,26.036666666666665
French Polynesia,1970,26.487333333333336
French Southern And Antarctic Lands,1970,4.770916666666667
Gabon,1970,24.49875
Gambia,1970,28.13875
Gaza Strip,1970,19.6725
Georgia,1970,9.183583333333333
Germany,1970,7.856083333333334
Ghana,1970,27.142916666666668
Greece,1970,15.164916666666668
Greenland,1970,-18.738166666666668
Grenada,1970,27.089583333333334
Guadeloupe,1970,26.631416666666667
Guam,1970,26.99208333333333
Guatemala,1970,23.306250000000002
Guernsey,1970,11.051083333333333
Guinea,1970,25.817583333333335
Guinea Bissau,1970,27.224999999999998
Guyana,1970,26.261166666666668
Haiti,1970,26.448333333333334
Heard Island And Mcdonald Islands,1970,2.470833333333333
Honduras,1970,24.788416666666667
Hong Kong,1970,22.71291666666667
Hungary,1970,9.646916666666668
Iceland,1970,1.0832499999999998
India,1970,24.074083333333334
Indonesia,1970,26.060166666666664
Iran,1970,18.452
Iraq,1970,22.602666666666668
Ireland,1970,9.603583333333333
Isle Of Man,1970,9.6285
Israel,1970,20.06866666666667
Italy,1970,12.840583333333333
Jamaica,1970,26.150666666666666
Japan,1970,11.929
Jersey,1970,11.051083333333333
Jordan,1970,19.844333333333335
Kazakhstan,1970,5.547000000000001
Kenya,1970,24.230249999999998
Kingman Reef,1970,27.130916666666668
Kiribati,1970,26.750333333333334
Kuwait,1970,25.65725
Kyrgyzstan,1970,3.7745833333333327
Laos,1970,23.988583333333334
Latvia,1970,4.837416666666667
Lebanon,1970,18.262583333333335
Lesotho,1970,14.286666666666667
Liberia,1970,25.780833333333334
Libya,1970,22.25391666666667
Liechtenstein,1970,4.409666666666667
Lithuania,1970,5.39975
Luxembourg,1970,9.108416666666667
Macau,1970,22.46141666666667
Macedonia,1970,10.687166666666668
Madagascar,1970,23.126
Malawi,1970,21.631249999999998
Malaysia,1970,26.193416666666668
Mali,1970,28.893333333333334
Malta,1970,18.594
Martinique,1970,26.423083333333334
Mauritania,1970,28.368166666666667
Mauritius,1970,23.751166666666666
Mayotte,1970,26.646
Mexico,1970,20.490083333333335
Moldova,1970,9.540750000000001
Monaco,1970,9.033333333333333
Mongolia,1970,-1.112833333333333
Montenegro,1970,10.283
Montserrat,1970,26.682333333333332
Morocco,1970,17.9635
Mozambique,1970,23.95625
Namibia,1970,21.006166666666665
Nepal,1970,15.086583333333335
Netherlands,1970,9.4315
Netherlands (Europe),1970,9.025333333333334
New Caledonia,1970,23.190916666666666
New Zealand,1970,11.149416666666667
Nicaragua,1970,25.990916666666667
Niger,1970,27.444083333333335
Nigeria,1970,26.9465
Niue,1970,25.46675
North America,1970,2.113166666666667
North Korea,1970,6.606916666666667
Northern Mariana Islands,1970,26.99208333333333
Norway,1970,-0.24441666666666664
Oceania,1970,21.639583333333334
Oman,1970,27.2325
Pakistan,1970,21.189333333333334
Palau,1970,27.634583333333335
Palestina,1970,23.466083333333334
Palmyra Atoll,1970,27.158083333333334
Panama,1970,26.415166666666668
Papua New Guinea,1970,24.76875
Paraguay,1970,23.750583333333335
Peru,1970,20.141333333333332
Philippines,1970,27.001333333333335
Poland,1970,6.821583333333333
Portugal,1970,14.75925
Puerto Rico,1970,25.6975
Qatar,1970,27.28725
Reunion,1970,23.508750000000003
Romania,1970,9.108166666666667
Russia,1970,-5.522583333333333
Rwanda,1970,19.224666666666668
Saint Barthélemy,1970,26.91616666666667
Saint Kitts And Nevis,1970,26.157416666666666
Saint Lucia,1970,26.974333333333334
Saint Martin,1970,26.91616666666667
Saint Pierre And Miquelon,1970,5.217333333333333
Saint Vincent And The Grenadines,1970,27.130916666666668
Samoa,1970,26.491
San Marino,1970,13.922000000000002
Sao Tome And Principe,1970,26.078500000000002
Saudi Arabia,1970,25.97791666666667
Senegal,1970,28.572166666666664
Serbia,1970,10.0585
Seychelles,1970,27.0745
Sierra Leone,1970,26.404583333333335
Singapore,1970,26.854583333333334
Sint Maarten,1970,26.91616666666667
Slovakia,1970,7.333666666666667
Slovenia,1970,9.541333333333332
Solomon Islands,1970,26.730500000000003
Somalia,1970,26.956333333333333
South Africa,1970,17.72025
South America,1970,22.24416666666667
South Georgia And The South Sandwich Isla,1970,1.5159166666666668
South Korea,1970,11.71125
Spain,1970,13.719999999999999
Sri Lanka,1970,27.21291666666667
Sudan,1970,27.07783333333333
Suriname,1970,26.52241666666667
Svalbard And Jan Mayen,1970,-8.088
Swaziland,1970,19.5145
Sweden,1970,1.8489166666666668
Switzerland,1970,6.820666666666667
Syria,1970,18.789083333333334
Taiwan,1970,22.159833333333335
Tajikistan,1970,4.873
Tanzania,1970,22.37108333333333
Thailand,1970,26.40233333333333
Timor Leste,1970,26.465083333333336
Togo,1970,27.264166666666668
Tonga,1970,23.675749999999997
Trinidad And Tobago,1970,26.459666666666667
Tunisia,1970,20.104916666666668
Turkey,1970,12.554583333333333
Turkmenistan,1970,15.567
Turks And Caicas Islands,1970,26.742083333333337
Uganda,1970,23.049583333333334
Ukraine,1970,8.154166666666667
United Arab Emirates,1970,28.258666666666667
United Kingdom,1970,8.66975
United Kingdom (Europe),1970,8.81425
United States,1970,8.673
Uruguay,1970,17.5755
Uzbekistan,1970,12.980416666666668
Venezuela,1970,25.34166666666667
Vietnam,1970,23.91725
Virgin Islands,1970,26.606583333333333
Western Sahara,1970,22.9815
Yemen,1970,26.37591666666667
Zambia,1970,21.631333333333334
Zimbabwe,1970,21.79875
Åland,1970,4.442833333333334
Afghanistan,1971,14.823500000000001
Africa,1971,23.933083333333332
Albania,1971,12.534416666666667
Algeria,1971,22.672250000000002
American Samoa,1971,26.40225
Andorra,1971,11.192166666666667
Angola,1971,21.837
Anguilla,1971,26.553416666666667
Antigua And Barbuda,1971,26.391416666666668
Argentina,1971,14.651166666666667
Armenia,1971,9.105416666666668
Aruba,1971,27.89
Asia,1971,7.6859166666666665
Australia,1971,21.65433333333333
Austria,1971,6.449333333333333
Azerbaijan,1971,11.988583333333333
Bahamas,1971,25.266333333333336
Bahrain,1971,25.79116666666667
Baker Island,1971,25.404916666666665
Bangladesh,1971,24.635166666666667
Barbados,1971,26.444916666666668
Belarus,1971,6.38375
Belgium,1971,9.831166666666666
Belize,1971,25.25491666666667
Benin,1971,27.158833333333334
Bhutan,1971,11.768416666666667
Bolivia,1971,20.73966666666667
"Bonaire, Saint Eustatius And Saba",1971,27.08375
Bosnia And Herzegovina,1971,10.4445
Botswana,1971,22.080916666666667
Brazil,1971,24.608500000000003
British Virgin Islands,1971,26.292166666666663
Bulgaria,1971,10.562833333333334
Burkina Faso,1971,28.2285
Burma,1971,23.515083333333333
Burundi,1971,19.65908333333333
Cambodia,1971,26.363916666666668
Cameroon,1971,24.252166666666668
Canada,1971,-4.869583333333334
Cape Verde,1971,24.013833333333334
Cayman Islands,1971,26.786
Central African Republic,1971,25.10066666666667
Chad,1971,26.913083333333333
Chile,1971,9.160166666666667
China,1971,6.84625
Christmas Island,1971,25.762
Colombia,1971,24.55741666666667
Comoros,1971,25.379166666666666
Congo,1971,24.326333333333334
Congo (Democratic Republic Of The),1971,23.569583333333338
Costa Rica,1971,25.43133333333333
Croatia,1971,11.393333333333333
Cuba,1971,25.479666666666663
Curaçao,1971,27.28291666666667
Cyprus,1971,18.90666666666667
Czech Republic,1971,7.926833333333334
Côte D'Ivoire,1971,25.868
Denmark,1971,-19.14225
Denmark (Europe),1971,8.471416666666666
Djibouti,1971,28.609333333333336
Dominica,1971,26.089333333333332
Dominican Republic,1971,25.424000000000003
Ecuador,1971,21.57341666666667
Egypt,1971,22.680000000000003
El Salvador,1971,24.874166666666667
Equatorial Guinea,1971,24.871499999999997
Eritrea,1971,26.376333333333335
Estonia,1971,5.395166666666667
Ethiopia,1971,22.752083333333335
Europe,1971,8.011416666666667
Falkland Islands (Islas Malvinas),1971,6.001083333333334
Faroe Islands,1971,7.116583333333334
Federated States Of Micronesia,1971,26.549750000000003
Fiji,1971,25.425250000000002
Finland,1971,0.8563333333333333
France,1971,12.869166666666667
France (Europe),1971,10.516083333333334
French Guiana,1971,25.557666666666666
French Polynesia,1971,25.80525
French Southern And Antarctic Lands,1971,4.942333333333333
Gabon,1971,24.167333333333335
Gambia,1971,27.358083333333337
Gaza Strip,1971,19.19216666666667
Georgia,1971,8.830916666666667
Germany,1971,8.600166666666667
Ghana,1971,26.60983333333333
Greece,1971,14.664000000000001
Greenland,1971,-19.7105
Grenada,1971,26.665666666666667
Guadeloupe,1971,26.290833333333335
Guam,1971,26.9335
Guatemala,1971,23.322833333333335
Guernsey,1971,11.21825
Guinea,1971,25.439916666666665
Guinea Bissau,1971,26.6865
Guyana,1971,25.628666666666664
Haiti,1971,26.21366666666667
Heard Island And Mcdonald Islands,1971,2.6136666666666666
Honduras,1971,24.752
Hong Kong,1971,22.654583333333335
Hungary,1971,9.991833333333334
Iceland,1971,1.3544166666666666
India,1971,23.634
Indonesia,1971,25.79291666666667
Iran,1971,17.901416666666666
Iraq,1971,21.819916666666668
Ireland,1971,10.086583333333333
Isle Of Man,1971,10.029916666666667
Israel,1971,19.649333333333335
Italy,1971,12.788916666666665
Jamaica,1971,26.099083333333336
Japan,1971,11.983416666666665
Jersey,1971,11.21825
Jordan,1971,19.331666666666667
Kazakhstan,1971,6.325166666666667
Kenya,1971,23.8565
Kingman Reef,1971,26.681583333333336
Kiribati,1971,26.18166666666667
Kuwait,1971,25.0655
Kyrgyzstan,1971,4.176749999999999
Laos,1971,23.200999999999997
Latvia,1971,6.0633333333333335
Lebanon,1971,17.71375
Lesotho,1971,13.799500000000002
Liberia,1971,25.277333333333335
Libya,1971,22.208416666666665
Liechtenstein,1971,4.857666666666667
Lithuania,1971,6.702916666666666
Luxembourg,1971,9.48875
Macau,1971,22.421333333333333
Macedonia,1971,10.283500000000002
Madagascar,1971,22.583250000000003
Malawi,1971,21.26125
Malaysia,1971,25.8485
Mali,1971,28.506416666666667
Malta,1971,18.210333333333335
Martinique,1971,26.089333333333332
Mauritania,1971,27.253416666666666
Mauritius,1971,23.30125
Mayotte,1971,25.985583333333334
Mexico,1971,20.640333333333334
Moldova,1971,9.333166666666667
Monaco,1971,9.208916666666667
Mongolia,1971,-0.6264166666666661
Montenegro,1971,10.232916666666666
Montserrat,1971,26.339916666666667
Morocco,1971,16.9075
Mozambique,1971,23.550666666666668
Namibia,1971,20.568166666666666
Nepal,1971,14.408416666666668
Netherlands,1971,9.901833333333334
Netherlands (Europe),1971,9.517333333333333
New Caledonia,1971,22.909833333333335
New Zealand,1971,11.25175
Nicaragua,1971,25.902333333333335
Niger,1971,27.463333333333335
Nigeria,1971,26.796166666666668
Niue,1971,25.102083333333336
North America,1971,2.0397499999999997
North Korea,1971,6.703083333333333
Northern Mariana Islands,1971,26.9335
Norway,1971,0.19383333333333339
Oceania,1971,21.52025
Oman,1971,26.803916666666666
Pakistan,1971,20.96625
Palau,1971,27.3655
Palestina,1971,23.1935
Palmyra Atoll,1971,26.71575
Panama,1971,26.02025
Papua New Guinea,1971,24.56375
Paraguay,1971,22.979333333333333
Peru,1971,19.803250000000002
Philippines,1971,26.39975
Poland,1971,7.865166666666667
Portugal,1971,14.277000000000001
Puerto Rico,1971,25.36191666666667
Qatar,1971,26.642750000000003
Reunion,1971,23.082166666666666
Romania,1971,9.097416666666668
Russia,1971,-4.971166666666668
Rwanda,1971,18.911333333333335
Saint Barthélemy,1971,26.553416666666667
Saint Kitts And Nevis,1971,25.8025
Saint Lucia,1971,26.61066666666667
Saint Martin,1971,26.553416666666667
Saint Pierre And Miquelon,1971,5.1280833333333335
Saint Vincent And The Grenadines,1971,26.72666666666667
Samoa,1971,26.136166666666668
San Marino,1971,13.859416666666666
Sao Tome And Principe,1971,25.753249999999998
Saudi Arabia,1971,25.225583333333333
Senegal,1971,27.83241666666667
Serbia,1971,10.123583333333334
Seychelles,1971,26.520166666666668
Sierra Leone,1971,25.934166666666666
Singapore,1971,26.605500000000003
Sint Maarten,1971,26.553416666666667
Slovakia,1971,7.80925
Slovenia,1971,9.679333333333334
Solomon Islands,1971,26.497
Somalia,1971,26.855583333333332
South Africa,1971,17.28575
South America,1971,21.688916666666668
South Georgia And The South Sandwich Isla,1971,1.4579166666666667
South Korea,1971,11.920416666666668
Spain,1971,13.091583333333332
